"CAMC_Name","CAMC_Country","CAMC_Birth","CAMC_Death","CAMC_Count","GND_Count","GND_URI","GND_Name","GND_Country","GND_Gender","GND_Birth","GND_Death","GND_VariantName","Birth","Death","Country"
"Ewald, Victor",NA,"1860","1935",3,1,"http://d-nb.info/gnd/134567587","Ėvalʹd, Viktor V.","RUS",1,"1860","1935","Ėvalʹd, Viktor Vladimirovič; Ewald, Viktor; Ewald, V.; Ewald, Victor; Evalʹd, Viktor Vladimirovič; Eval'd, Viktor Vladimirovich","1860","1935","RUS"
"Exaudet, André Joseph","FRA","1710","1762",1,1,"http://d-nb.info/gnd/132770903","Exaudet, André-Joseph",NA,0,"1710","1763","Exaudet, J.; Exaudet, André Joseph; Exaudet, Joseph","1710","1763","FRA"
"Expósito, José Manuel",NA,"1962",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1962",NA,NA
"Eyck, Jacob van","NLD",NA,NA,6,1,"http://d-nb.info/gnd/118860801","Eyck, Jacob van","NLD",1,"1590","1657","Eyk, Jacob van; Eyck, Jacob J. van; Eyck, Jakob van; Eyk, Jan J. van; Eyck, Johann J. van; Eyck, Jacob Jan van; Eyck, Johann J. Van; Eyck, Johann Jacob Van; Eyck, Jacob Van; Eyck, Johann Jacob van; Eyck, Jonkheer Jacob van","1590","1657","NLD"
"Falla, Manuel de","ESP","1876","1946",8,1,"http://d-nb.info/gnd/118531883","Falla, Manuel de","ARG/ESP",1,"1876","1946","Falla, ...; Falla y Matheu, Manuel Maria de; Matheu, Manuel de Falla y; Falla, M. de; Farya, Manueru de; Falla-Kochanski, ... de; Falla, Manuel y Manuel de; Falʹja, Manuėlʹ de; Fal'ja, Manuėl' de; Falla y Matheu, Manuel de; De Falla, Manuel; DeFalla, Manuel","1876","1946","ESP"
"Fallen, Jeff L.","USA","1954",NA,7,1,NA,"not found",NA,0,NA,NA,NA,"1954",NA,"USA"
"Farnaby, Giles","ENG","1563","1640",5,1,"http://d-nb.info/gnd/124265952","Farnaby, Giles","GBR",1,"1563","1640",NA,"1563","1640","ENG"
"Farrant, Richard","ENG",NA,NA,4,1,"http://d-nb.info/gnd/115738975","Farrant, Richard","GBR",1,"1525","1580",NA,"1525","1580","ENG"
"Farrenc, Jeanne-Louise","FRA","1804","1875",1,1,"http://d-nb.info/gnd/116410132","Farrenc, Louise","FRA",2,"1804","1875","Dumont, Louise; Dumont Farrenc, Louise; Farrenc, ...; Farrenc, Jeanne-Louise; Farrenc, Jeanne Louise; Farrenc-Dumont, Louise; Farrenc, L.; Dumont, Jeanne-Louise; Farrenc, Jeanne-Louise Dumont","1804","1875","FRA"
"Farris, Jim S.","USA","1962",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1962",NA,"USA"
"Fasch, Johann Friedrich","DEU","1688","1758",3,1,"http://d-nb.info/gnd/11872262X","Fasch, Johann Friedrich","DEU",1,"1688","1758","Fasch, Johannes Friedrich; Fasch, Johann F.; Fasch, J. Fr.; Fasch, Joh. Fr.","1688","1758","DEU"
"Fauré, Gabriel","FRA","1845","1924",92,1,"http://d-nb.info/gnd/118920626","Fauré, Gabriel","FRA",1,"1845","1924","Fauré, Gabriel Urbain; Fore, Gabriel'; Fore, G.; Fauré, G.; Fauré, ...; Faurée, Gabriel; Faure, Gabriel","1845","1924","FRA"
"Felsztyn, Sebastian of","POL","1480","1552",3,1,"http://d-nb.info/gnd/119255472","Felsztyn, Sebastian von","POL",0,"1480","1543","Sebastianus, de Felstin; Sebastian, z Felsztyna; Sebastian, Felstyńczyk; Sebastian, Felsztyńczyk; Sebastian, of Felsztyn; Sebastianus, Felstinensis; Felstinen, Sebastianus de; Felstein, Sebastian; Felstin, Sebastianus de; Felstin, Sebastian; Felsztyn, Sebastian of","1480","1543","POL"
"Ferdinand, David",NA,"1810","1873",1,1,NA,"not found",NA,0,NA,NA,NA,"1810","1873",NA
"Fernandes, D.",NA,NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Fernandez, Gaspar","MEX",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"MEX"
"Fernández Magaña, José Pablo","MEX","1993",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1993",NA,"MEX"
"Fernández, Juan Pablo","ESP","1980",NA,10,1,NA,"not found",NA,0,NA,NA,NA,"1980",NA,"ESP"
"Ferrabosco, Domenico",NA,"1513","1574",1,1,"http://d-nb.info/gnd/102420300","Ferrabosco, Domenico Maria","ITA",1,"1513","1574","Ferabosco, Domenico; Ferrabosco, Domenico M.; Ferrabosco, Domenico; Ferabosco, Domenico Maria","1513","1574","ITA"
"Ferrer, Mateo",NA,"1788","1864",1,1,"http://d-nb.info/gnd/1036519198","Ferrer, Mateo","ESP",1,"1788","1864",NA,"1788","1864","ESP"
"Fibich, Zdenek","CZE","1850","1900",3,1,"http://d-nb.info/gnd/117749443","Fibich, Zdeněk","CZE/DEU/FRA",1,"1850","1900","Fibich, Zdenek Antonín Václav; Fibich, Zdenko; Fibich, Zdeněk Antonín Václav","1850","1900","CZE"
"Field, John","IRL","1782","1837",19,1,"http://d-nb.info/gnd/118683578","Field, John","IRL/RUS",1,"1782","1837","Field, J. D.; Fild, Dzhon","1782","1837","IRL"
"Fielitz, Alexander von","POL","1860","1930",1,1,"http://d-nb.info/gnd/116500395","Fielitz, Alexander von","DEU",1,"1860","1930","Fielitz, Alex von; Von Fielitz, Alexander","1860","1930","POL"
"Finck, Heinrich","DEU","1444","1527",1,1,"http://d-nb.info/gnd/123911117","Finck, Heinrich","DEU",1,"1445","1527","Henricus, de Bamberga; Finck, Henri; Finck, Henricus; Fink, Heinrich; Fink, Henri","1445","1527","DEU"
"Finger, Gottfried","MOR/ENG","1656","1730",2,1,"http://d-nb.info/gnd/128911085","Finger, Gottfried","CZE/DEU",1,"1660","1730","Finger, Bohumir; Finger, G.; Fingher, Gottfried; Finger, Gottlieb; Finger, Goffredus; Finger, Godfrey; Finger, Godfry; Finger, Godefroid; Finger, Godfrydo","1660","1730","MOR/ENG"
"Fiocco, Joseph Hector","BEL/ITA","1703","1741",1,1,"http://d-nb.info/gnd/124729738","Fiocco, Joseph Hector","BEL",1,"1703","1741","Fiocco, J. H.; Fiocco, Joseph-Hector; Fiocco, Joseph H.; Fiocco, J.-H.; Fiocco-Bazelaire; Fiocco, Gioseffo Hectore; Fiokko; Fiocco, Jozef-Hector; Fiocco, Hector-Joseph","1703","1741","BEL/ITA"
"Fiorillo, Federigo","ITA","1753","1825",4,1,"http://d-nb.info/gnd/103794719","Fiorillo, Federigo","ITA",1,"1755","1823","Fiorillo, Frederigo; Fiorello, F.; Fiorillo, Federico; Fiorillo, F.; Fiorillo, Fedrigo",NA,NA,"ITA"
"Fischer, Johann Caspar Ferdinand","BOH","1665","1746",5,1,"http://d-nb.info/gnd/11891958X","Fischer, Johann Caspar Ferdinand","DEU",1,"1656","1746","Fischer, Johann C. F.; Fischer, Johann C.; Fischer, Johann Kasper Ferdinand; Fischer, Johann Caspar; Fischer, Johann K.; Fischer, Johann; Fischer, J. C. F.; Fischer, J. K. F.; Fischer, Jean Gaspar; Fischer, Joann Caspar Ferdinand; Fischer, Ioann Caspar Ferdinand; Fischer, Kaspar Ferdinand; Fischer, Johann Kaspar Ferdinand; Fischer, Jean Gaspard Ferdinand; Fischer, Giovanni Gasparo","1656","1746","BOH"
"Fisher, Leander","USA",NA,NA,1,1,"http://d-nb.info/gnd/130113654","Fisher, Leander",NA,0,NA,NA,"Fischer, Léa",NA,NA,"USA"
"Fisher, Nathan A.","USA","1985",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1985",NA,"USA"
"Flies, Bernhard","AUT",NA,NA,1,1,"http://d-nb.info/gnd/134723759","Fliess, Bernhard","DEU",0,"1770",NA,"F****; Flies, ...; Flies, Bernhard; Fließ, Bernhard","1770",NA,"AUT"
"Florentia, Giovanni da","ITA",NA,NA,2,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"ITA"
"Fomin, Ewstignei","RUS","1761","1800",2,1,NA,"not found",NA,0,NA,NA,NA,"1761","1800","RUS"
"Ford, Thomas","ENG","1580","1648",3,1,"http://d-nb.info/gnd/118966065","Ford, Thomas","GBR",0,"1580","1648",NA,"1580","1648","ENG"
"Fowler, Luke A.","ENG","1986",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"ENG"
"Fragoso, Antonio","PRT","1897","1918",2,1,"http://d-nb.info/gnd/140472983","Fragoso, Antônio","PRT",0,"1897","1918","Lima Fragoso, Antonio de","1897","1918","PRT"
"Franck, César","BEL/FRA","1822","1890",37,1,"http://d-nb.info/gnd/118534645","Franck, César","BEL/DEU/FRA",1,"1822","1890","Franck, César Auguste Jean Guillaume Hubert; Franck, ...; Franck, César August; Franck, Cäsar; Franck, César A.; Franck, César-Auguste; Frank, Cesar; Frank, Cezar; Franck, César Auguste; Frank, Sezar; Frank, César","1822","1890","BEL/FRA"
"Franck, Melchior","DEU","1573","1639",2,1,"http://d-nb.info/gnd/11869250X","Franck, Melchior","DEU",1,"1579","1639","Francus, Melchior; Frank, Melchior; Franco, Melchior; Francke, Melchior; Franc, Melchior; Franc, M.","1579","1639","DEU"
"Franco, Hernando","MEX","1532","1585",1,1,"http://d-nb.info/gnd/123845513","Franco, Hernando","MEX",0,"1532","1585","Franco, Fernando","1532","1585","MEX"
"Frederick the Great, King of Prussia","PRU","1712","1786",3,1,NA,"not found",NA,0,NA,NA,NA,"1712","1786","PRU"
"Freixanet, Joseph","ESP",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"ESP"
"Frescobaldi, Girolamo","ITA","1583","1643",7,1,"http://d-nb.info/gnd/118896229","Frescobaldi, Girolamo","ITA",1,"1583","1643","Frescobaldi; Frescobaldi, Jérome; Frescobaldi, Garolamo; Frescobaldi, Giorlamo; Frescobaldi, Geronimo; Frescobaldvs, Hieronymvs; Frescobaldi, G.; Frescobaldi, Gerolamo; Frescobaldi, Hieronymus; Frescobaldi, Girolimo; Frescobaldi, Girolamo Alessandro; Frescobaldi, Geronimo Alissandro; Frescobaldi, Guillaume; Freskobalʹdi, Dzhirolamo; Frescobaldi, Hieronimus","1583","1643","ITA"
"Friderici, Daniel","DEU","1584","1638",3,1,"http://d-nb.info/gnd/121912760","Friderici, Daniel","DEU",1,"1584","1638","Friederici, Daniel; Friderich, Daniel; Friedrich, Daniel; Friderici, Daniele","1584","1638","DEU"
"Friese, Theodore","DEU","1813","1852",1,1,NA,"not found",NA,0,NA,NA,NA,"1813","1852","DEU"
"Froberger, Johann Jacob","DEU","1616","1667",74,1,"http://d-nb.info/gnd/118536249","Froberger, Johann Jacob","DEU",1,"1616","1667","Froberger, ...; Froberger, Johann Jakob; Froberger, J. J.; Froberger, Johann-Jacob; Froberger, Johann-Jakob; Froberger, Johann J.; Frohberger, Johann Jacob; Froberger, Giovanni Giacomo; Frobergue, Giacomo","1616","1667","DEU"
"Fucik, Julius","CZE","1872","1916",7,1,NA,"not found",NA,0,NA,NA,NA,"1872","1916","CZE"
"Fuenllana, Miguel de","ESP","1525","1605",2,1,"http://d-nb.info/gnd/119122855","Fuenllana, Miguel de","ESP",0,"1500","1579","Fuenllana, Michel de; De Fuenllana, Michel; Fuenllana, Miguel",NA,NA,"ESP"
"Furue, Ryo","JPN",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"JPN"
"Fux, Johann Joseph","AUT","1660","1741",1,1,"http://d-nb.info/gnd/118694375","Fux, Johann Joseph","AUT",1,"1660","1741","Fux, Giov. Gioseffo; Fuchs, Johannes Joseph; Fux, Johannes Joseph; Fux, Giovanni Gioseffo; Fux, Johannes Josephus; Fux, Joannes Josephus; Fux, J. J.; Fux, Johann J.; Fuchs, Johann J.; Fux, Giovanni G.; Fuchs, Johann Joseph; Fux, Johann Josef; Fux, Joh. Jos.; Feux, John Joseph; Fux, Giovanni Giuseppe; Fux, Joanne Josepho; Fux, Johann","1660","1741","AUT"
"Gabrieli, Andrea","ITA",NA,NA,11,1,"http://d-nb.info/gnd/118689061","Gabrieli, Andrea","ITA",1,"1510","1585","Gabrielli, Andrea; Gabrieli, A.","1510","1585","ITA"
"Gabrieli, Giovanni","ITA","1557","1612",24,1,"http://d-nb.info/gnd/118537024","Gabrieli, Giovanni","ITA",1,"1554","1612","Gabrielli, Giovanni; Gabrieli, Johannes; Gabrieli, Joan.","1554","1612","ITA"
"Gade, Niels Wilhelm","DNK","1817","1890",10,1,"http://d-nb.info/gnd/119057077","Gade, Niels Wilhelm","DNK",1,"1817","1890","Gade, ...; Gade, Neils W.; Gade, Niels W(ilhelm); Gade, Niels; Gade, Niels W.; Gade, Nils W.","1817","1890","DNK"
"Galilei, Vincenzo","ITA",NA,NA,12,1,"http://d-nb.info/gnd/118716204","Galilei, Vincenzo","ITA",0,"1520","1591","Galilei, Vicentio; Galilei, Vicenze; Galilei, Vincento; Galilei, Vincentio; Galilei, Vincenzio; Galilei, Vincentino","1520","1591","ITA"
"Galliard, Johann Ernest","DEU/ENG","1687","1749",2,1,NA,"not found",NA,0,NA,NA,NA,"1687","1749","DEU/ENG"
"Galloway, Alexander Xavier","USA","1987",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,"USA"
"Gallus-Carniolus, Iacobus (Jakob Petelin)","SVN","1550","1591",4,1,NA,"not found",NA,0,NA,NA,NA,"1550","1591","SVN"
"Galuppi, Baldassare","ITA","1706","1785",7,1,"http://d-nb.info/gnd/118722700","Galuppi, Baldassare","ITA",1,"1706","1785","Burauello; Galuppi, Baldasarre; Galuppi, Baldasare; Galuppi, Baldasar; Il Buranello; Buranello; Galuppi, B.; Galuppi, Balthasar; Galuppi, Baldassar; Galuppi, Baldassero; Galuppi, Baldassarre; Galluppi, Baldassarre; Buranello-Galuppi, Baldassar; Galuppi, Baldissera; Galuppi, Balthasarre","1706","1785","ITA"
"Ganne, Louis","FRA","1862","1923",3,1,"http://d-nb.info/gnd/138238650","Ganne, Louis","FRA",1,"1862","1923","Ganne, Louis Gaston; Ganne, Louis-Gaston; Ganne, L.; Ganne, Gustave Louis; Ganne, Luigi; Canne, Louis","1862","1923","FRA"
"Garcia Piccinini, Andres Cayetano","ARG","1987",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,"ARG"
"García, José Aurelio","ESP","1945",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1945",NA,"ESP"
"Gary, Frederick S.","HKG","1985",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1985",NA,"HKG"
"Gastoldi, Giovanni Giacomo","ITA","1550","1622",21,1,"http://d-nb.info/gnd/122192117","Gastoldi, Giovanni Giacomo","ITA",1,"1550","1622","Gastoldi, G. G.; Gastoldi, Gio. Giacomo; Gastoldi, Giovanni G.; Castoldi, Giovanni; Gastoldi, Johann-Jacobus; Gastoldi, Giacomo; Castoldi, Giovanni Giacomo; Gastoldi, Jean-Jacques; Gastoldi, Johann-Jacobi; Gastoldi, Giovanni; Gastoldi da Caravaggio, Giovanni Giacomo","1550","1622","ITA"
"Gaultier, Denis",NA,NA,NA,1,1,"http://d-nb.info/gnd/121493547","Gaultier, Denis","FRA",1,"1603","1672","Gaulthier, Denis; Gautier, Denis; Gaultier, le jeune; Gaultier, de Paris; Gaultier, Denis Ennemond","1603","1672","FRA"
"Gawara, Walentyn","POL",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"POL"
"Gelinek, Ivan","DEU","1683","1759",2,1,NA,"not found",NA,0,NA,NA,NA,"1683","1759","DEU"
"Geminiani, Francesco","ITA","1687","1762",1,1,"http://d-nb.info/gnd/119091097","Geminiani, Francesco","ITA",1,"1687","1762","Dzheminiani, F.; Geminiani, Francis; Geminiani, Francesco S.; Geminiani, Francesco Maria; Geminiani, Francesco Saverio; Geminiani, Francesco Xaverio; Geminiani, F. S.","1687","1762","ITA"
"Geoffroy, Jean-Nicolas","FRA","1633","1694",3,1,"http://d-nb.info/gnd/10436503X","Geoffroy, Jean-Nicolas","FRA",0,"1630","1694","Geoffroy, Nicolas; Geoffroy, Jean Nicolas","1630","1694","FRA"
"German, Edward","ENG","1862","1936",1,1,"http://d-nb.info/gnd/118957627","German, Edward","GBR",1,"1862","1936","Jones, Edward G.; Jones, Edward German; Jones, German Edward; German, J. Edward","1862","1936","ENG"
"Gershwin, George","USA","1898","1937",3,1,"http://d-nb.info/gnd/118639226","Gershwin, George","USA",1,"1898","1937","Gershwine, Jacob; Gerhvin, Jacob; Gershovitz, Jacob; Gershwin, G.; Gershwin, ...; Gershvin, Jacob; Geršvin, D.","1898","1937","USA"
"Gervaise, Claude","FRA",NA,NA,3,1,"http://d-nb.info/gnd/124988938","Gervaise, Claude","FRA",1,"1505","1555","Gervais, Claude","1505","1555","FRA"
"Gesius, Bartholomeus","DEU","1555","1611",2,1,"http://d-nb.info/gnd/118694405","Gesius, Bartholomäus","DEU",1,"1555","1613","Gese, Bartholomäus; Göse, Bartholomaeus; Gesius, Bartholomeus; Gesius, B.; Göss, Bartholomäus","1555","1613","DEU"
"Gesualdo, Carlo","ITA","1561","1613",11,1,"http://d-nb.info/gnd/118694456","Gesualdo, Carlo","ITA",1,"1561","1613","Venosa, ...; Gesualdo da Venosa, C.; Venosa, Gesualdo; Venosa, Carlo Gesualdo; Gesualdo, Carlos; Gesualdo di Venosa, Carlo; Gesualdo Principe di Venosa, Carlo; Gesualdo, Carlo, Venosa, Principe; Gesualdo da Venosa, Carlo; Di Venosa, Carlo Gesualdo, principe; Dzhezualʹdo, di Venoza; Venosa, Carlo Gesualdo, principe di; Gesualdo, Carlo, Fürst von Venosa; Gesualdo, di Venosa; Gesualdo da Venosa","1561","1613","ITA"
"Gianelli, Gustavo Biciato",NA,NA,NA,3,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Giardini, Alejandro Jorge","ARG","1959",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1959",NA,"ARG"
"Giardini, Felice de","ITA","1716","1796",1,1,"http://d-nb.info/gnd/118924885","Giardini, Felice","ITA",1,"1716","1796","Giardini, Felice de; De Giardini, Felice; Degiardino, Felice","1716","1796","ITA"
"Giazotto, Remo","ITA","1910","1998",3,1,"http://d-nb.info/gnd/103894357","Giazotto, Remo","ITA",1,"1910","1998","Giazotto, Renzo","1910","1998","ITA"
"Gibbons, Christopher","ENG","1615","1676",1,1,"http://d-nb.info/gnd/133949486","Gibbons, Christopher","GBR",0,"1615","1676",NA,"1615","1676","ENG"
"Gibbons, Orlando","ENG","1583","1625",24,1,"http://d-nb.info/gnd/118717294","Gibbons, Orlando","GBR",1,"1583","1625",NA,"1583","1625","ENG"
"Gibel, Charles Jr.","USA",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"USA"
"Gigout, Eugène","FRA","1844","1925",1,1,"http://d-nb.info/gnd/116622911","Gigout, Eugène","FRA",1,"1844","1925","Gigout, Eug.; Gigout, E.","1844","1925","FRA"
"Gilles, Hervé",NA,"1961",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1961",NA,NA
"Giménez, Gerónimo","ESP","1854","1923",2,1,"http://d-nb.info/gnd/132946564","Giménez, Gerónimo","ESP",1,"1854","1923","Giménez y Bellido, Jerónimo; Giménez Bellido, Gerónimo; Bellido, Gerónimo Giménez; Giménez y Bellido, Gerónimo; Giménez Bellido, Jerónimo; Jiménez, Jerónimo; Giménez, G.; Jiménez, J.; Giménez; Giménez, Jerónimo; Bellido, Jerónimo Giménez y; Jiménez, Gerónimo, 1854-1923; Giménez, Jeronimo, 1854-1923","1854","1923","ESP"
"Gines, Joan",NA,"1548","1612",1,1,NA,"not found",NA,0,NA,NA,NA,"1548","1612",NA
"Gines, Teodora","CUB",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"CUB"
"Giordani, Giuseppe detto Giordaniello","ITA","1751","1798",1,1,NA,"not found",NA,0,NA,NA,NA,"1751","1798","ITA"
"Giordano, John Thomas","USA","1985",NA,18,1,NA,"not found",NA,0,NA,NA,NA,"1985",NA,"USA"
"Giovanelli, Ruggiero","ITA",NA,NA,6,1,"http://d-nb.info/gnd/122122275","Giovannelli, Ruggiero","ITA",1,"1560","1625","Iovannelius, Rogerius; Giovannelli, Ruggero; Iovannellius, Rogerius; Giovanelli, Ruggiero; Giovanelli, Ruggero","1560","1625","ITA"
"Giuliani, Mauro","ITA","1781","1829",59,1,"http://d-nb.info/gnd/119380765","Giuliani, Mauro","ITA",1,"1781","1829","Giuliani, ...; Giuliani, M.; Giulani, Mauro; Giuliani, Mauro Giuseppe Sergio Pantaleo; Giuliani, Mauro G.; Guiliani, Mauro","1781","1829","ITA"
"Glazunov, Alexander Konstantinovich","RUS","1865","1936",18,1,"http://d-nb.info/gnd/118695312","Glazunov, Aleksandr Konstantinovič","FRA/RUS",1,"1865","1936","Glazunov, Aleksandr K.; Glazounow, Alexander; Glazunov, Aleksandr Konstantin; Glasunow, Alexander K.; Glasunov, Aleksandr K.; Glazunow, Aleksandr; Glazounov, Aleksandr; Glazounov, Alexander; Glasunow, Alexandr K.; Glazunov, A.; Glasunow, A.; Glasunov, Alexander; Glazounoff, Alexander; Glazunov, Alexander Konstantinovitsch; Glazunov, Aleksandr Konstantinovich; Glazounov, Alexandre; Glasunoff, Alexander; Glasunow, Alexander; Glazunov, Alexander; Glazounow, Alexandre; Glasunow, Alexander Konstantinowitsch; Glazunov, Alexander Konstantinovich; Glazunov, Aleksandr Konstantinovic; Glasunov, Aleksandr Konstantinovič","1865","1936","RUS"
"Glinka, Mikhail Ivanovich","RUS","1804","1857",4,1,"http://d-nb.info/gnd/118695398","Glinka, Michail Ivanovič","RUS",1,"1804","1857","Glinka, Michail I.; Glinka, ...; Glinka, Milhail; Glinka, Michael I.; Glinka, Mikhail I.; Glinka, Mikhael Iwanowitsch; Glinka, M.; Glinka, Michail Iwanowitsch; Glinka, M. I.; Glinka, Michael; Glinka, Michail; Glinka, Mikhail; Glinka, Mikhail Ivanovich; Glinka, Mihail Ivanovics; Hlinka, M. I.; Gurinka, M. I.","1804","1857","RUS"
"Glière, Reinhold","RUS","1875","1956",2,1,"http://d-nb.info/gnd/103789030","Gliėr, Rejngolʹd Moricevič","RUS",1,"1875","1956","Glier, R.; Glier, Reingold M.; Gliėr, Reingolʹd Moritsevich; Glier, Rejngolʹd M.; Gliere, R.; Glière, R.; Glière, Rheingold; Glier, Reinhold Ernst; Gliėr, Rejngolʹd M.; Glier, Rejngolʹd Moricevič; Glière, Reinhold; Glière, Reinhold M.; Glière, Reinhold Moritsevich; Glière, Reinhold Moritzewitsch; Glière, Reinhold Morizewitsch; Gliere, Reinhold; Gliere, Rheinhold; Glièr, Reingolʹd Moricevič; Glier, Reyngolʹd Moritsevich; Glière, Reǐngolʹd Moritsevich; Gliėr, Reingol’d Moritsevich; Glier, Rejngol’d M.; Glier, Rejngol’d Moricevič; Glier, Reingolʹd Moricevič; Glière, Reingold; Glier, Reinhold; Glière, Reinhold Moritzovitch; Глиэр, Рейнгольд Морицевич","1875","1956","RUS"
"Gluck, Christoph Willibald von","DEU","1714","1787",29,1,"http://d-nb.info/gnd/118539841","Gluck, Christoph Willibald","AUT/CZE/DEU/ITA",1,"1714","1787","Gluck, Christoforo; Gluck, Christoph von; Gluck, Christoph Wilibald von; Gluck, Christoph-Willibald von; Gluck, Christoph W.; Gluck, Chr. W.; Gluck, Cristofano; Gluck, Cristoforo; Gluck, Friedrich Willibald; Gluck, G. C.; Gluck, Joh. Chr. v.; Gluck, J. C. von; Gluck, Willibald von; Gluck, W.; Gluck, ...; Gluck, ..., Ritter; Glück, Christoph Willibald von; Glück, C. W.; Glük, ... von; Gluck, C. W.; Gluck, Willibald; Gluck, Christoph Willibald von; Gluk, Christoph Willibald; Gluck, Christoph Wilibald; Gluck, Christoph Willibald, von; Gluck, Christoph-Willibald, von; Gluck, Christoph, von; Gluck, Chr.W.; Gluck, C.W.; Gluck, J.C., von; Von Gluck, Christoph Willibald; Gluck, Christoph Willibald, Ritter von; Gluck, W. von, Ritter von; Gluck, Christoph, Ritter von","1714","1787","DEU"
"Godard, Benjamin","FRA","1849","1895",6,1,"http://d-nb.info/gnd/116695110","Godard, Benjamin","FRA",1,"1849","1895","Godard, Benjamin Louis Paul; Godard, Benjamin-Louis-Paul","1849","1895","FRA"
"Godebrye, Jacob","FLM",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"FLM"
"Godorecci, A.J.","USA","1962",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1962",NA,"USA"
"Godowsky, Leopold","POL/USA","1870","1938",27,1,"http://d-nb.info/gnd/118964046","Godowsky, Leopold","POL/USA",1,"1870","1938","Godovskij, Leopolʹd; Godovskij, L.; Godowski, Leopold; Godovskiĭ, L.; Годовский, Леопольд; Годовский, Л.","1870","1938","POL/USA"
"Goff, John W.",NA,"1984",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1984",NA,NA
"Goldberg, William B.","USA","1917",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1917",NA,"USA"
"Goldman, Martin H.","USA","1983",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,"USA"
"Goldmark, Karl","HUN","1830","1915",1,1,"http://d-nb.info/gnd/119527995","Goldmark, Karl","AUT/HUN",1,"1830","1915","Goldmarck, Carl; Goldmarck, Karl; Goldmark, Carl; Goldmark, Carlo; Goldmark, Károly","1830","1915","HUN"
"Gombert, Nicolas","NLD","1495","1560",1,1,"http://d-nb.info/gnd/118696343","Gombert, Nicolas","NLD",1,"1495","1560","Gomberth, Nicolo; Gombert, Nicolaus; Gombert, Nikolaus; Gombert, Nicolai; Gombert, Nicholas; Gomberth, Nicolaus","1495","1560","NLD"
"Gomes, Miguel d'Andrade","PRT","1972",NA,15,1,NA,"not found",NA,0,NA,NA,NA,"1972",NA,"PRT"
"Gomolka, Mikolaj","POL","1535","1591",18,1,NA,"not found",NA,0,NA,NA,NA,"1535","1591","POL"
"Gon, Federico","ITA","1982",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,"ITA"
"Gonzaga, Chiquinha","BRA","1847","1935",1,1,"http://d-nb.info/gnd/119516624","Gonzaga, Chiquinha","BRA/USA",0,"1847","1935","Gonzaga, Francisca; Gonzaga do Amaral, Francisca Edviges; Amaral, Francisca Edviges Gonzaga do; Gonzaga, Francisca Edviges Neves; Neves Gonzaga, Francisca Edviges","1847","1935","BRA"
