"CAMC_Name","CAMC_Country","CAMC_Birth","CAMC_Death","CAMC_Count","GND_Count","GND_URI","GND_Name","GND_Country","GND_Gender","GND_Birth","GND_Death","GND_VariantName","Birth","Death","Country"
"Lindh, Tobias",NA,"1976",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1976",NA,NA
"Liobet, Miguel","ESP","1878","1938",1,1,NA,"not found",NA,0,NA,NA,NA,"1878","1938","ESP"
"Liszt, Franz","HUN","1811","1886",456,1,"http://d-nb.info/gnd/118573527","Liszt, Franz","AUT/DEU/HUN",1,"1811","1886","Liszt, Francisco; Liszt, Franciscus; Liszt, F.; Liszt, ...; List, F.; Liszt-Brugnoli, ...; Listz, ...; FLiszt; Liszt, Ferencz; Ferenc, Liszt; Liszt, Ferenc; Liszt, Franz von; Liszt, François; Liszt, Francesco; Liszt, Franciszek; List, Franz; List, Ferenc; List, Ferents; List, Frants","1811","1886","HUN"
"Litolff, Henry Charles","FRA","1818","1891",3,1,"http://d-nb.info/gnd/11948756X","Litolff, Henry","FRA",1,"1818","1891","Litolff, Henry Charles; Litolff, Henry C.; Litolff, Henri; Litolff, Heinrich","1818","1891","FRA"
"Liu, Jonathan",NA,"1987",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,NA
"Liu, Vincent",NA,"1975",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1975",NA,NA
"Liégeois, Pierre-Alain",NA,NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Lobo, João de Deus Castro","BRA","1794","1832",12,1,NA,"not found",NA,0,NA,NA,NA,"1794","1832","BRA"
"Loeillet, Jean Baptiste","BEL","1680","1730",6,1,"http://d-nb.info/gnd/10377498X","Loeillet, Jean Baptiste","BEL",1,"1688","1720","Luly of Gant, Jean; Loeillet de Gand, Jean Baptiste; Loeillet, Jean B., 1688-ca.1720; Loeillet de Gant, Jean Baptiste; Loeillet de Gant, J. B.; Loeillet de Gand, J. B.; Loeillet DeGant, Jean B.; Loeillet DeGant, Jean-Baptiste; Gant, Jean Baptiste Loeillet de; Luly, Jean Baptiste; Lœillett, Jean Baptiste; Lœillet de Gant, Jean Baptiste; Gant, Jean Baptiste Lœillet de; Lœillet, Jean Baptiste; Loeillet, Jean-Baptiste; Loeillet",NA,NA,"BEL"
"Lori, Arcangelo del Leuto","ITA","1615","1679",1,1,NA,"not found",NA,0,NA,NA,NA,"1615","1679","ITA"
"Losy, Jan Antonín, Count of Losinthal","BOH",NA,NA,18,1,"http://d-nb.info/gnd/124370039","Losy, Jan Antonín","CZE",1,"1643","1721","Losy z Losimthalu, Jan Antonín, hrabě; Logy, Johann Anton, Graf von Losinthal; Losy, Jan Antonín, Count of Losinthal; Losimthalu, Jan Antonín Losy z; Losimthal, Jan Antonín; Lozimtál, Jan Antonín; Losynthal, Jan Antonín; Losy, Jan Antonín von; Losio, Jan Antonín von; Logy, Anton; Logy, J. A. von; Logi, Anton; Losy z Losimthalu, Jan Antonín; Logi, Johann Anton; Losy von Losinthal, Johann Anton; Logi, Graf; Losy, Graf; Losy von Losintal, Johann Anton; Losy von Lozimtál, Jan Antonín; Losy von Losymthal, Johann Anton; Losymthal, Johann Anton Losy von; Losis, ...; Losios, ...; Losy, Johann Anton; Losinthal, Johann Anton Losy von; Logi, Jan Antonín; Logy, Johann Anton; Losy von Losinthal, Jan Antonín; Logy, Jan Antonin","1643","1721","BOH"
"Lotti, Antonio","ITA","1667","1740",3,1,"http://d-nb.info/gnd/117227498","Lotti, Antonio","DEU/ITA",1,"1665","1740","Lotti, A.","1665","1740","ITA"
"Loud, Emily L.","USA",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"USA"
"Louw, Nicolaas Stephanus","ZAF","1976",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1976",NA,"ZAF"
"Louïse, Gilles","FRA","1956",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1956",NA,"FRA"
"Lovell, David E.","USA",NA,NA,4,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"USA"
"Lovell, William S.","USA","1933",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1933",NA,"USA"
"Luca, S. de","ITA",NA,NA,1,1,"http://d-nb.info/gnd/141188960","Luca, Severo de",NA,0,NA,NA,"DeLuca, Severo; Luca, Saverio de; Luca, S. de; De Luca, S.",NA,NA,"ITA"
"Luigini, Alexandre Clement Leon Joseph",NA,"1850","1906",1,1,NA,"not found",NA,0,NA,NA,NA,"1850","1906",NA
"Luna, Salem",NA,"1983",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,NA
"Lund, Stefan Tage","SWE","1961",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1961",NA,"SWE"
"Lunt, Travis P.","USA","1990",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1990",NA,"USA"
"Lvov, Alexey Fyodorovich","RUS","1798","1870",1,1,"http://d-nb.info/gnd/119211653","Lʹvov, Aleksej F.","RUS",1,"1798","1870","Lʹvov, Alexej; Lvov, Alexis; Lʹvov, Aleksej Fe͏̈dorovič; Lwow, Alexej F.; Lʹvov, Alexy F.; Lʹvov, Alexy Fydorovich; Lʹvov, Aleksei T.; Lʹvov, Aleksei Theodorovich; Lʹvov, Aleksej; Lvov, Aleksei; Lvov, Aleksei Fyodorovich; Lʹvov, A.; Lʹvov, A. F.; Lvoff, Alexis; Lwow, Alexej Fedorowitsch; Lwoff, Alexis; Lʹvov, Aleksej Fedorovič; Lʹvov, Aleksei Fedorovich; Lvov, Alexey Fyodorovich; Львов, А.","1798","1870","RUS"
"Lvov, Konstantin A.",NA,"1980",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1980",NA,NA
"Lyadov, Anatoly","RUS","1855","1914",5,1,"http://d-nb.info/gnd/118573632","Ljadov, Anatolij K.","RUS",1,"1855","1914","Liadoff, A.; Ljadov, Anatolij Konstantinovič; Ljadov, A.; Ljadov, A. K.; Ljadow, A.; Ladow, A.; Lyadov, Anatoly Konstantinovich; Lyadow, A.; Lyadov, Anatoli; Lyadov, Anatoliy; Liadov, Anatoly; Ljadow, Anatoli K.; Liadow, Anatoli K.; Liadow, Anatoli Konstantinowitsch; Liadow, Anatol; Liadow, Anatole; Liadow, Anatoly; Ljadow, Anatol; Ljadow, Anatoli; Lyadov, Anatol; Ladow, Anatoli; Liadov, Anatol; Ljadov, Anatole Konstantinovich; Ljadov, Anatolij; Ljadov, Anatoli; Liadov, Anatole; Liadov, Anatoli; Lyadov, Anatoly; Lyadov, Anatol Konstantinovich; Ljadov, Anatolij Konstantinowitsch; Liadov, Anatol Konstantinovich; Liadov, Anatolij Constantinovitch; Ladow, Anatoly Konstantinovich; Ljadow, Anatolij Konstantinowitsch","1855","1914","RUS"
"Lyapunov, Sergey","RUS","1859","1924",13,1,"http://d-nb.info/gnd/12164992X","Ljapunov, Sergej M.","RUS",1,"1859","1924","Liapounov, ...; Liapunov, Sergei M.; Liapounow, S.; Liapunov, Sergei Mikhailovich; Lyapunov, Sergei; Ljapunov, Sergej Michajlovič; Liapounow, Serge; Liapounow, Sergei; Liapunov, Sergei; Ljapunov, Sergej; Liapunow, Serge; Lyapunov, Sergey; Ljapunow, Sergej; Ljapunow, Sergej Michajlowitsch; Liapunow, Sergeij Michalowitsch; Lyapunov, Sergey Mikhaylovich; Liapounov, Sergei; Lyapunov, Sergei Mihailovich; Liapunov, Sergey; Liapounow, Sergej Michaijlowitsch; Ljapunov, Sergej Michaijlowitsch; Sergey Mikhaylovich Lyapunov","1859","1924","RUS"
"Lyssènko, Mykola Vitaliyovych","UKR","1842","1912",1,1,NA,"not found",NA,0,NA,NA,NA,"1842","1912","UKR"
"Ma, Martin","HKG","1980",NA,14,1,NA,"not found",NA,0,NA,NA,NA,"1980",NA,"HKG"
"Ma, Wuaan","CHN","1832","1922",1,1,NA,"not found",NA,0,NA,NA,NA,"1832","1922","CHN"
"MacCunn, Hamish","SCO","1868","1916",1,1,"http://d-nb.info/gnd/128843535","MacCunn, Hamish","GBR",1,"1868","1916","McCunn, Hamish; Mac Cunn, Hamish; MacCunn, James","1868","1916","SCO"
"MacDowell, Edward","USA","1860","1908",35,1,"http://d-nb.info/gnd/118890549","MacDowell, Edward","USA",1,"1860","1908","Mac Dowell, Edward; Mac Dowell, E... A...; MacDowell, ...; Thorn, Edgar; MacDowell, Edward A.; MacDowell, Edw. A.; Mak-Douell, Edvard; Mak-Douell, E.; McDowell, Edward; MacDowell, Edward Alexander; Mac Dowell, E. A.; Thorne, Edgar; Mac-Dowell, E. A.; Thorn, E.","1860","1908","USA"
"Machaut, Guillaume de","FRA","1300","1377",11,1,"http://d-nb.info/gnd/118699121","Guillaume, de Machaut","FRA",1,"1300","1377","Machault, Guillelmus de Mascandio; Guillaume, G. de Machault; Machaut; Guillaume, de Machault; Machaut, Guillaume de; Machaut, Guillaume De; Machault, Guillaume De; Mascaudio, Guglielimi De; Guglielmus, de Mascaudio; Guglielmus de Mascaudio; Machault, Guillaume de; Guillaume","1300","1377","FRA"
"Macque, Giovanni de","FRA/ITA",NA,NA,2,1,"http://d-nb.info/gnd/134571975","Macque, Giovanni de","BEL/ITA",1,NA,NA,"Macque, Jan de; Macque, Jean de; De Maque, Jean; Macque, Gioan di; Di Macque, Gioan; Macque, Juan de; Macque, Joannis; De Macque, Giovanni; Maque, Jean de",NA,NA,"FRA/ITA"
"Madrigal, Carlos","MEX","1980",NA,18,1,NA,"not found",NA,0,NA,NA,NA,"1980",NA,"MEX"
"Magnani, Aurelio","ITA","1856","1921",1,1,NA,"not found",NA,0,NA,NA,NA,"1856","1921","ITA"
"Mahler, Gustav","AUT","1860","1911",37,1,"http://d-nb.info/gnd/118576291","Mahler, Gustav","AUT",1,"1860","1911","Mahler, ...; Mahler, Gustave; Mahler, G.; Maler, Gustav; グスタフ・マーラー","1860","1911","AUT"
"Mainerio, Giorgio","ITA",NA,NA,2,1,"http://d-nb.info/gnd/119061198","Mainerio, Giorgio","ITA",1,"1535","1582","Maynerio, Giorgio; Maynero, Giorgio; Mainerio, Georgio","1535","1582","ITA"
"Mains, Tyler M.","USA","1990",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1990",NA,"USA"
"Malashkin, Leonid","RUS","1842","1902",1,1,"http://d-nb.info/gnd/1019222336","Malaškin, Leonid D.","RUS",0,"1842","1902","Malaškin, Leonid Dmitrievič; Malashkin, Leonid Dimitrievich; Malshkin, L.; Малашкин, Леонид Дмитриевич","1842","1902","RUS"
"Malats, Joaquin","CTN","1872","1912",2,1,NA,"not found",NA,0,NA,NA,NA,"1872","1912","CTN"
"Maliniak, Omer","ISR","1984",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1984",NA,"ISR"
"Mamoun, John S.","USA","1976",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1976",NA,"USA"
"Mancinelli, Luigi","ITA","1848","1921",1,1,"http://d-nb.info/gnd/116727241","Mancinelli, Luigi","ITA",1,"1848","1921","Mancinelli, L.; Sgambati-Mancinelli, ...","1848","1921","ITA"
"Mandelingen, Hans","NLD","1770","1841",1,1,NA,"not found",NA,0,NA,NA,NA,"1770","1841","NLD"
"Manfredini, Francesco Onofrio","ITA","1684","1762",1,1,"http://d-nb.info/gnd/124041175","Manfredini, Francesco","ITA",1,"1684","1762","Manfredinis, F.; Manfredini, F.; Manfredini, Francesco Maria; Manfredini, Francesco Onofrio; Manfredini, Francesco O.","1684","1762","ITA"
"Mangotic, Ana","SCG","1988",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1988",NA,"SCG"
"Marais, Marin","FRA","1656","1728",43,1,"http://d-nb.info/gnd/119043688","Marais, Marin","FRA",1,"1656","1728",NA,"1656","1728","FRA"
"Marcello, Alessandro","ITA","1684","1750",8,1,"http://d-nb.info/gnd/118951114","Marcello, Alessandro","ITA",1,"1673","1747","Marcello, ...; Stimphalicus, Aetherius; Marcellus, Alexander; Stinfalico, Eterio; Marcello, Allessandro; Marcello, Alessandro Ignazio",NA,NA,"ITA"
"Marcello, Benedetto","ITA","1686","1739",13,1,"http://d-nb.info/gnd/118951122","Marcello, Benedetto","ITA",1,"1686","1739","Marcello, Benedetto Giacomo; Marchello, Benedetto","1686","1739","ITA"
"Marchand, Louis","FRA","1669","1732",1,1,"http://d-nb.info/gnd/12973960X","Marchand, Louis","FRA",1,"1669","1732",NA,"1669","1732","FRA"
"Marcus, Andrew W.",NA,"1981",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,NA
"Marenzio, Luca","ITA","1553","1599",5,1,"http://d-nb.info/gnd/118781847","Marenzio, Luca","ITA",1,"1553","1599","Marentio, Luca; Marenzio, L.; Marentius, Lucas; Marenzio, Lucas","1553","1599","ITA"
"Marini, Biagio","ITA",NA,NA,3,1,"http://d-nb.info/gnd/121097331","Marini, Biagio","ITA",1,"1594","1663","Marini, Biaggio; Marini, Biago; Risonante, Il; Marini, B.","1594","1663","ITA"
"Marpurg, Friedrich Wilhelm","DEU","1718","1795",1,1,"http://d-nb.info/gnd/118921088","Marpurg, Friedrich Wilhelm","DEU",1,"1718","1795","Simeon, Metaphrastes, the Younger; Metaphrastes, Simeon, der Jüngere; Metaphrastes, Simeon, the Younger; Marpurg, Friedrich W.; Marpurg, ...; Marpourg, ...; Marpurg, Friedrich; Marpurg, Wilhelm F.; Marpourg, Friedrich Wilhelm; Marpurg, Feder. Guiglielmo; Marpurg, Federico Guiglielmo; Marpurgium, Fredr. Guil.","1718","1795","DEU"
"Marques-Souza, Cacildo","BRA","1952",NA,12,1,NA,"not found",NA,0,NA,NA,NA,"1952",NA,"BRA"
"Martin, Fernando Araujo","BRA","1981",NA,14,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,"BRA"
"Martin, Frederick John Easthope","ENG","1882","1925",1,1,NA,"not found",NA,0,NA,NA,NA,"1882","1925","ENG"
"Martin, Richard T.","USA","1940",NA,19,1,NA,"not found",NA,0,NA,NA,NA,"1940",NA,"USA"
"Martin, Stephen L.",NA,"1978",NA,19,1,NA,"not found",NA,0,NA,NA,NA,"1978",NA,NA
"Martinez, Juan Carlos","ESP","1975",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1975",NA,"ESP"
"Martinez-Vargas, Arturo F.","PER","1987",NA,10,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,"PER"
"Martini, Jean-Paul-Egide","FRA","1741","1816",1,1,"http://d-nb.info/gnd/120252805","Martini, Johann Paul Aegidius","DEU/FRA",1,"1741","1816","Martini, Jean B.; Schwarzendorff, Johann Paul Aegidius; Schwarzendorf, Johann Paul Aegidius; Schwartzendorf, Johann; Schwartzendorf, J.P.; Martini, Johann Paul Ägidius; Martini, Jean Paul Egide; Martini, Jean Paul Égide; Martini, Jean-Paul-Egide; Martini, Jean Paul A.; Martini, Jean Paul; Martini, Jean P.; Martini, Jean; Martini, Johann P.; Martini, J. P.; Martini, J. P. Aegidius; Martini, Jean Paul Aegide; Martini, Johannes Paul; Martini, Jean-Paul-Gilles; Martiny, Jean-Paul-Gilles; Martiny, Jean Paul Egide; Martiny, Jean Paul; Martini, Jean-Paul; Martin, Johann Paul; Martin, Johann Paul Aegidius; Martini, Johann Paul Egidius; Martini, il Tedesco; Martini, Giovanni Paolo; Martini, G.-P.; Martini, C.; Martini, M.; Martini, Giovanni; Martini, J.P.E.; Martini, Johann-Paul; Martini; Martiny; M.; Martini, Ď.-P.; Johann il Tedesco; Il Tedesco","1741","1816","FRA"
"Martini, Padre Giovanni Battista","ITA","1706","1784",3,1,NA,"not found",NA,0,NA,NA,NA,"1706","1784","ITA"
"Martinu, Bohuslav",NA,NA,NA,1,1,"http://d-nb.info/gnd/118578413","Martinů, Bohuslav","CHE/CZE/USA",1,"1890","1959","Martinů, ...; Martinu, Boguslav; Martinu, B.; Martinů, B.; Martinů, Boguslav; Martinu, Bohuslav","1890","1959","CHE/CZE/USA"
"Martucci, Giuseppe","ITA","1856","1909",1,1,"http://d-nb.info/gnd/116811757","Martucci, Giuseppe","ITA",1,"1856","1909","Martucci, G.","1856","1909","ITA"
"Mascagni, Pietro","ITA","1863","1945",5,1,"http://d-nb.info/gnd/118782428","Mascagni, Pietro","ITA",1,"1863","1945","Mascagni, ...; Mascagni, P.; Mascagni, Pierre","1863","1945","ITA"
"Mason, Lowell","USA","1841","1912",1,1,"http://d-nb.info/gnd/119064855","Mason, Lowell","USA",1,"1792","1872",NA,NA,NA,"USA"
"Massenet, Jules","FRA","1842","1912",9,1,"http://d-nb.info/gnd/118578723","Massenet, Jules","FRA",1,"1842","1912","Massenet, Jules Emile Frédéric; Massenet, Jules Emile; Massenet, Jules E.; Massenet, J.; Massenet, ...; Massanet, Jules; Massenet, Jules Émile Frédéric; Massenet, J. E. B.; Massenet, Julius Emil Bedřich; Massenet, G.; Masssenė, Ž.; Massenet, Giulio; Massenet, Jules-Emile-Frédéric","1842","1912","FRA"
"Massun, Ignacio","ARG","1948",NA,17,1,NA,"not found",NA,0,NA,NA,NA,"1948",NA,"ARG"
"Massé, Victor","FRA","1822","1884",1,1,"http://d-nb.info/gnd/116835737","Massé, Victor","FRA",1,"1822","1884","Massé, Victor Félix Marie","1822","1884","FRA"
"Mathur, Rajat","IND","1982",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,"IND"
"Mattheson, Johann","DEU","1681","1764",4,1,"http://d-nb.info/gnd/118578995","Mattheson, Johann","DEU",1,"1681","1764","Mattheson, Jean; Mattheson, J.; Mattheson; Matheson; Veritophilus; Aristoxenus; , der Jüngere; Aristoxenus; , junior; Aristoxen; , der Jüngere; Matthesonius, Johannes; Mattheson, Ioannes; Mattheson, Io.; Matheson, Johann; Mattheson, Giovanni; Matthesson, Johann; Mattheson, Johannes; Mattheson, Joannes; Matthesonius, Johann; Aristoxenus","1681","1764","DEU"
"Matthews, Tony D.","ENG","1955",NA,24,1,NA,"not found",NA,0,NA,NA,NA,"1955",NA,"ENG"
"Maulbogat, Roy","ISR","1983",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,"ISR"
"Mawson, Benjamin",NA,"1971",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1971",NA,NA
"Maylath, Henri","FRA","1827","1883",2,1,NA,"not found",NA,0,NA,NA,NA,"1827","1883","FRA"
"Maynard, John","ENG",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"ENG"
"Mazas, Jacques-Féréol","FRA","1782","1849",1,1,"http://d-nb.info/gnd/116975261","Mazas, Jacques-Féréol","FRA",1,"1782","1849","Mazas, F.; Mazas, Jacques F.; Mazas, ...; Mazas, Jacques Féréol; Mazas, Féréol; Mazas, Jacques; Mazas, J. F.; Mazas, Féréol Jacques","1782","1849","FRA"
"Mc Granahan, James","SCO","1830","1899",1,1,"http://d-nb.info/gnd/141494131","McGranahan, James",NA,1,"1840","1907","Mc Granaham, James; McGranaham, James; Mc Granahan, James; Mac Granaham, James; MacGranahan, James; MacGranaham, James; Mac Granahan, James; McGranahan, J.",NA,NA,"SCO"
"McBride, Kevin Patrick","USA","1975",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1975",NA,"USA"
"McDaniel, Robert Alan","USA","1983",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,"USA"
"McGregor, Kevin D.","CAN","1979",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1979",NA,"CAN"
"McMillan, David E.","USA","1977",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1977",NA,"USA"
"Meacham, Frank W.","USA","1856","1909",1,1,"http://d-nb.info/gnd/134459164","Meacham, Frank W.",NA,1,"1856","1909","Meachan, Frank W.; Meachem, Frank; Meachan, Frank; Meacham, F. W.; Meachem, F. W.; Meachem, Frank W.","1856","1909","USA"
"Medtner, Nikolai Karlovich","RUS","1880","1951",5,1,"http://d-nb.info/gnd/118875663","Metner, Nikolaj Karlovič","RUS",1,"1879","1951","Metner, Nikolaj K.; Medtner, Nikolaj K.; Medtner, Nicolas; Medtner, Nikolai K.; Medtner, Nikolai Karlowitsch; Medtner, Nikolai; Metner, Nikolay Karlovich; Medtner, Nikolaj Karlowitsch; Medtner, Nicolaus; Medtner, Nikolaj Karlovič; Medtner, Nikolaj; Medtner, Nicholas; Medtner, Nicolai; Medtner, Nikolaus; Medtner, Nikolay; Metner, Nikolai; Metner, Nikolaǐ Karlovich; Metner, Nikolaj; Medtner, Nikolai Karlovich; Medtner, Nikolay Karlovich; Метнер, Николай Карлович","1879","1951","RUS"
"Meibos, Rachel A.","USA","1987",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,"USA"
"Meirelez, José Rodriguez Dominguez de","BRA",NA,"1832",1,1,NA,"not found",NA,0,NA,NA,NA,NA,"1832","BRA"
"Melford, Frank","ENG","1964",NA,11,1,NA,"not found",NA,0,NA,NA,NA,"1964",NA,"ENG"
"Mencken, Henry Louis","USA","1880","1956",1,1,NA,"not found",NA,0,NA,NA,NA,"1880","1956","USA"
"Mendelssohn-Bartholdy, Felix","DEU","1809","1847",260,1,"http://d-nb.info/gnd/118580779","Mendelssohn Bartholdy, Felix","DEU",1,"1809","1847","Mendelssohn Bartholdy, F.; Mendelssohn Bartholdy, Jakob Ludwig Felix; Mendelssohn Bartholdy; Mendelssohn-Bartholdy; Mendelssohn B., Felix; F.; Mendelson-Bartoldi, Feliks; Mendelʹson-Bartolʹdi, Feliks; Mendelssohn; Mendelsson-Bartholdy, Felix; Mendelssohn Bartholdy, Felix Jakob; Mendelsohn-Bartholdy, Felix; Mendelssohn, F.; Bartholdy, Felix M.-; Mendelssohn, ...; Bartholdy, Felix M.; Mendelssohn, Jakob Ludwig Felix; Mendelssohn-Bartholdy, Felix; Bartholdy, Felix Mendelssohn; Mendelssohn, Felix; Mendelssohn-Bartholdy, Jakob Ludwig Felix; Mendelssohn-Bartholdy, Jacob Ludwig Felix","1809","1847","DEU"
"Mendelssohn-Hensel, Fanny","DEU","1805","1847",2,1,"http://d-nb.info/gnd/118580736","Hensel, Fanny","DEU",2,"1805","1847","Hensel, Fanny Cäcilia Mendelssohn-Bartholdy; Hensel, Fanny Caecilie; Bartholdy, Fanny Mendelssohn-; Mendelssohn, Fanny Cäcilia; Mendelssohn, Fanny Zippora; Mendelssohn Bartholdy, Fanny; Hensel, Fanny Cäcilia; Hensel-Mendelssohn, Fanny; Mendelssohn, Fanny; Mendelssohn-Hensel, Fanny; Mendelssohn Hensel, Fanny; Mendelssohn Bartholdy, Fanny Cäcilia; Hensel-Mendelssohn Bartholdy, Fanny C.; Bartholdy, Fanny C.; Mendelssohn-Bartholdy, Fanny; Mendelssohn Bartholdy, Fanny C.; Mendelssohn-Bartholdy, Fanny C.; Hensel, Fanny C.; Mendelssohn-Bartholdy, Fanny Cäcilia; Mendelssohn-Bartholdy-Hensel, Fanny C.; Mendelssohn Bartholdy Hensel, Fanny C.; Hensel-Mendelssohn, Fanny Cäcilie; Bartholdy, Fanny M.; Mendelssohn-Hensel, Fanny Cäcilie","1805","1847","DEU"
"Meno, James V.","USA","1984",NA,4,1,NA,"not found",NA,0,NA,NA,NA,"1984",NA,"USA"
"Mercadante, Giuseppe Saverio","ITA","1795","1870",3,1,"http://d-nb.info/gnd/119060752","Mercadante, Saverio","ITA",1,"1795","1870","Mercadante, Giuseppe S.; Mercadante, Francesco S.; Mercadante, Xaverio; Mercadante, Giuseppe Saverio Raffaele; Mercadante, S.; Mercadante, Xavier; Mercadante, Giuseppe Saverio; Mercadante, Francesco Saverio","1795","1870","ITA"
"Mercer, Joe","USA","1942",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1942",NA,"USA"
"Mersenne, Marin","FRA","1588","1648",1,1,NA,"not found",NA,0,NA,NA,NA,"1588","1648","FRA"
"Mertz, Johann Kaspar","HUN","1806","1856",11,1,"http://d-nb.info/gnd/118934503","Mertz, Johann Kaspar","AUT/HUN",1,"1806","1856","Mertz, Caspar Joseph; Mertz, Johann Caspar; Mertz, Johannes Caspar; Mertz, Johannes Kaspar; Mertz, Kaspar Joseph; Mertz, Joseph Caspar; Mertz, K.; Mertz, C.; Mertz, Johann Kasper; Mertz, G. K.; Mertz, J. K.; Mertz, Casparus Josephus; Mertz, Josef Kaspar; Mertz, Joseph Kaspar; Mertz, János Gáspár; Mertz, Joseph Kasper","1806","1856","HUN"
"Merulo, Claudio","ITA","1533","1604",2,1,"http://d-nb.info/gnd/118783432","Merulo, Claudio","ITA",1,"1533","1604","Merulo, Claud.; Coreggio, Claudio; Claudio, da Correggio; Merlotti, Claudio; Meruli, Claudio; Correggio, Claudio da","1533","1604","ITA"
"Mesa, Juan Andrés","CHL","1981",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,"CHL"
"Mesomede","GRC",NA,NA,3,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"GRC"
"Meyer, Jeffrey Leon","USA","1964",NA,14,1,NA,"not found",NA,0,NA,NA,NA,"1964",NA,"USA"
"Meyerbeer, Giacomo","DEU","1791","1864",2,1,"http://d-nb.info/gnd/118581945","Meyerbeer, Giacomo","DEU/FRA",1,"1791","1864","Ber, Jakob Libman; Beer, Jakob Liebmann; Beer, Jakob L.; Beer, Jakob Liebmann Meyer-; Meierbeer, J.; Mejerber, ǅakomo; Meyer Beer, Jakob Liebmann; Meyerbeer; Meyerbeer, J.; Meyer-Beer, Jakob Liebmann; Mayer-Beer; Meyerber, Giacomo; Mejerber, ǅ.; Meyerbeer, G.; Mayerbeer, G.; Beer, Jakob; Meyerbeer, Jakob; Meyerbeer, Jacob; Beer, Meyer; Meyerbeer, Jacques; Beer, Jakob Meyer; Mayerbeer, Giacomo","1791","1864","DEU"
"Michaelis, Thaddeus",NA,"1831","1887",1,1,NA,"not found",NA,0,NA,NA,NA,"1831","1887",NA
"Mielczewski, Marcin","POL",NA,NA,7,1,"http://d-nb.info/gnd/124699669","Mielczewski, Marcin","POL",0,NA,"1651","Milchevsky, Marcin; Myltzewski, Marcin; Mylczewsky, Martin; Mielczewski, Martin; Millchwsky, Martino; Milaczowsky, M.; Mielczewski, Martini; Miltzowsky, M.; Mielcowski, M.; Milczewski, Martino; Milikowski, Marcin; Mieleczewski, Martin; Mielczewski, Martinus; Milsczewski, Martino; Mielcefski, M.; Milschewsky, Martin; Milszewski, Martino; Milczewski, Martini",NA,"1651","POL"
"Mikołaj z Krakowa",NA,NA,NA,13,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Milano, Francesco Canova da","ITA","1497","1543",1,1,NA,"not found",NA,0,NA,NA,NA,"1497","1543","ITA"
"Milhaud, Darius","FRA","1892","1974",1,1,"http://d-nb.info/gnd/118582453","Milhaud, Darius","FRA/USA",1,"1892","1974","Mijo, Darijus; Milhaud, ...; Mijo, Darius","1892","1974","FRA"
"Miller, Stephen J.","USA","1961",NA,13,1,NA,"not found",NA,0,NA,NA,NA,"1961",NA,"USA"
"Millöcker, Carl","DEU","1842","1894",8,1,"http://d-nb.info/gnd/119208946","Millöcker, Carl","AUT/DEU",1,"1842","1899","Millöcker, C.; Millöcker, Karel; Millöcker, Karl; Millöcker-Rixner, ...; Milloecker, Karl; Millëker, K.; Millöker, Carl","1842","1899","DEU"
"Milne, Matthew","SCO","1986",NA,25,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"SCO"
