Row	CAMC_Name	GND_URI	GND_Name	GND_Land	GND_Gender	GND_Birth	GND_Death	GND_VariantName
1233	Seraj, Ahmed M.	NA	not found	NA	0	NA	NA	NA
1234	Sermisy, Claudin de	http://d-nb.info/gnd/118764756	Sermisy, Claudin de	XA-FR	1	1490	1562	Claudin, de Sermisy; Sermisy, Claude de; Sermisy, Cl. de; Sermisi, Claudio de
1235	Serrano, Blas	http://d-nb.info/gnd/1036520315	Serrano, Blas	XA-ES	1	1770	NA	NA
1236	Setrakian, Setrak Antoine	NA	not found	NA	0	NA	NA	NA
1237	Severn, Edmund	NA	not found	NA	0	NA	NA	NA
1238	Sfeir, Joe S.	NA	not found	NA	0	NA	NA	NA
1239	Sgambati, Giovanni	http://d-nb.info/gnd/11890745X	Sgambati, Giovanni	XA-IT	1	1841-05-28	1914-12-14	Sgambatti, Giovanni; Sgambati, G.; Sgambati-Mancinelli, ...
1240	Shand, Ernest	http://d-nb.info/gnd/141384093	Shand, Ernest	XA-GB	1	1868	1924	NA
1241	Shaver, Christopher L.	NA	not found	NA	0	NA	NA	NA
1242	Shear, Jordan D.	NA	not found	NA	0	NA	NA	NA
1243	Sheppard, John	http://d-nb.info/gnd/124523951	Sheppard, John	XA-GB	1	1515	1558	Shepherd, John; Sheperd, John
1244	Shi, Yu	NA	not found	NA	0	NA	NA	NA
1245	Shimazu, Mark	NA	not found	NA	0	NA	NA	NA
1246	Shostakovich, Dmitri	http://d-nb.info/gnd/118642472	Šostakovič, Dmitrij Dmitrievič	XA-RU	1	1906-09-12	1975-08-08	Šostakovič, Dmitrij D.; Schostakovitsch, Dmitri; Schostakowitsch; Schostakowitsch, D.; Schostakowitsch, D. D.; Schostakowitsch, Dmitri D.; Schostakowitsch, Dmitry; Shostacovich, D.; Shostakovič, Dimitri; Shostakovich; Shostakovich, Dimitry; Shostakovich, Dmitri D.; Shostakovich, Dmitri Dmitriyevich; Shostakovich, Dmitrii; Shostakovigh, D.; Shostakovitch, D.; Shostakovitch, Dimitri; Sciostakovic, Dmitri; Šostakovič, D.; Šostakovič, D. D.; Šostakovič, D'mitrij D'mitrijevič; Šostakovyč, Dmytro Dmytrovyč; Szostakowicz, D.; Szostakowicz, Dymitr; Chostakovitch, Dimitri; Chostakovitch, Dmitri; Schostakowitsch, Dimitri; Schostakowitsch, Dimitrij; Schostakowitsch, Dmitri; Schostakowitsch, Dmitrij; Shostakovich, Dimitri; Shostakovich, Dmitri; Shostakovich, Dmitry; Shostakovitch, Dmitri; Šostakovič, Dmitrij; Schostakowitsch, Dmitri Dmitrijewitsch; Schostakowitsch, Dimitrij Dimitrijewitsch; Shostakovich, Dmitrii Dmitrievich; Schostakowitsch, Dmitrij Dmitrijewitsch; Shostakowitsch, Dimitrij; Shostakowitch, Dimitrij; Шостакович, Дмитрий Дмитриевич
1247	Sibelius, Jean	http://d-nb.info/gnd/118642405	Sibelius, Jean	XA-FI	1	1865-12-08	1957-09-20	Sibelius, Johan; Sibelius, Ia.; Sibelius, J.; Sibelius, Jean J.; Sibelius, Janne; Sibelius, ...; Sibelius, Johan Julius Christian; Sibelius, Ian; Sibelius, Jean Julius Christian; Sibelius, Jan; Sibelius, Ja.
1248	Sibencanin, Ivan	NA	not found	NA	0	NA	NA	NA
1249	Signorile, James Vincent	NA	not found	NA	0	NA	NA	NA
1250	Silva, José Claudio Cunha	NA	not found	NA	0	NA	NA	NA
1251	Simonetto, Alessandro Gioele	NA	not found	NA	0	NA	NA	NA
1252	Simpson, Daniel Leo	NA	not found	NA	0	NA	NA	NA
1253	Simpson, Thomas	http://d-nb.info/gnd/132796511	Simpson, Thomas	NA	1	1582	1628	NA
1254	Sinclair, Marc	http://d-nb.info/gnd/140296204	Sinclair, Marc	XA-DE	1	1968-10-27	NA	Sinclair, Marcus
1255	Sinding, Christian	http://d-nb.info/gnd/117401234	Sinding, Christian	XA-NO; XA-DE	1	1856-01-11	1941-12-03	Sinding, Christian August; Sinding, Chr.; Sinding, Christian A.
1256	Sirulnikoff, Jack	NA	not found	NA	0	NA	NA	NA
1257	Sitt, Hans	http://d-nb.info/gnd/117418382	Sitt, Hans	XA-DE	1	1850-09-21	1922-03-10	Sitt, Jan; Sitt, H.
1258	Siu, Ken Fai-Kin	NA	not found	NA	0	NA	NA	NA
1259	Sjöberg, Peter	NA	not found	NA	0	NA	NA	NA
1260	Skroup, Frantisek	NA	not found	NA	0	NA	NA	NA
1261	Smart, Henry Thomas	http://d-nb.info/gnd/134026578	Smart, Henry Thomas	XA-GB	1	1813-10-26	1879-07-06	Smart, Henry T.; Smart, Henry, II; Smart, Thomas, III; Smart, Henry
1262	Smetana, Bedrich	http://d-nb.info/gnd/118615017	Smetana, Bedřich	XA-CZ	1	1824-03-02	1884-05-12	Smetana, Friedr.; Smetana, Fr.; Smetana, Bedržich; Smetana, ...; Smetana, Bedrich; Smetana, Friedrich; Smetana, Frederick; Smītānā, Fridrīk
1263	Smicklas, Gary R.	NA	not found	NA	0	NA	NA	NA
1264	Smirnov, Dmitri N.	http://d-nb.info/gnd/121191699	Smirnov, Dmitrij N.	XA-RU	1	1948-11-02	NA	Smirnov, Dmitry; Smirnov, Dmitriĭ Nikolaevich; Smirnov, D.; Smirnow, Dmitri; Smirnov, Dimitri; Smirnov, D. N.; Smirnov, Dmitrij; Smirnov, Dmitri; Smirnov, Dmitri Nikolaevich; Smirnov, Dmitrij Nikolaevič; Smirnov, Dmitri N.; Smirnov, Dmitrii N.; Smirnow, Dmitrij N.
1265	Smith, Brandon Timothy	NA	not found	NA	0	NA	NA	NA
1266	Smith, John Christopher	http://d-nb.info/gnd/121573591	Smith, John Christopher	XA-GB; XA-DE	1	1712	1795-10-03	Schmidt, Johann Christoph; Smith, John C.; Smith, John-Christopher; Smith, J. C.; Smith, J. Chr.
1267	Smith, John Stafford	http://d-nb.info/gnd/119006960	Smith, John Stafford	XA-GB	0	1750	1836	Stafford Smith, John; Brown, John Stafford
1268	Smith, Justin T.	NA	not found	NA	0	NA	NA	NA
1269	Smith, Paul Edward	NA	not found	NA	0	NA	NA	NA
1270	Smith, Sydney	http://d-nb.info/gnd/121881164	Smith, Sydney	NA	1	1839	1889	Delacour, Victor; Smith, Edward S.; Smith, Sidney; Smith, S.; Smith, Edward Sydney
1271	Smyth, Dame Ethel (Mary)	NA	not found	NA	0	NA	NA	NA
1272	Sneethad, Cristopher Aktrim	NA	not found	NA	0	NA	NA	NA
1273	Snuggs, Colin Peter	NA	not found	NA	0	NA	NA	NA
1274	Sokolov, Nikolay Alexandrovich	NA	not found	NA	0	NA	NA	NA
1275	Solage	NA	not found	NA	0	NA	NA	NA
1276	Soldá, Fábio	NA	not found	NA	0	NA	NA	NA
1277	Soler, Antonio	http://d-nb.info/gnd/119143550	Soler, Antonio	XA-ES	1	1729-12-03	1783-12-20	Soler, ...; P. Soler, Antonio; Soler, P. Antonio; Soler, Antonio P.; Soler, Padre; Soler, A.; Soler, Antonio Francisco Javier José; Soler, Antonio Ramos; Soler, Antoni; Soler Ramos, Antonio Francisco Javier José; Ramos, Antonio Francisco Javier José Soler; Soler; Soler, padre
1278	Soltau, Jens G.	NA	not found	NA	0	NA	NA	NA
1279	Somis, Giovanni Battista	http://d-nb.info/gnd/119528193	Somis, Giovanni Battista	XA-IT	1	1686-12-25	1763-08-17	Somis, Giovanni B.; Somis, Giovanni Baptista; Somis, Gio Batta
1280	Sommani, Andrea	NA	not found	NA	0	NA	NA	NA
1281	Sor, Fernando	http://d-nb.info/gnd/119386984	Sor, Fernando	XA-ES; XA-FR	1	1778-02-13	1839-07-10	Soru, Ferunando; Sor, Ferran; Sors, Joseph Fernando Macari; Sor, F.; Sor, Joseph F.; Sor, Ferd.; Sor, Ferdd.; Sors, Ferran; Sors, Fernando; Sor, Ferdinando; Sor, Ferdinand; Sor, Joseph Fernando Macari
1282	Soria, Federico	NA	not found	NA	0	NA	NA	NA
1283	Soto, Andres	NA	not found	NA	0	NA	NA	NA
1284	Sousa, John Philip	http://d-nb.info/gnd/119291525	Sousa, John Philip	XD-US	1	1854-11-06	1932-03-06	Sousa, John Philipp; Sousa, John P.; Sousa, Johan Philipp; Sousa, Johan Philip; Sousa, John Phillip; Sousa, J. Ph.; Sousa, ...; Sousa, J. P.; Sousa, Philip
1285	Souza, Joaquim de Paula	NA	not found	NA	0	NA	NA	NA
1286	Sowa, Jakub	NA	not found	NA	0	NA	NA	NA
1287	Spadaro, Santi	NA	not found	NA	0	NA	NA	NA
1288	Spinacino, Francesco	http://d-nb.info/gnd/134852303	Spinacino, Francesco	XA-IT	1	NA	NA	Spinacino, F.; Spinaccino, Francesco
1289	Spindler, Fritz	http://d-nb.info/gnd/117491314	Spindler, Fritz	XA-DE	1	1817-11-24	1905-12-26	NA
1290	Spohr, Louis	http://d-nb.info/gnd/118616366	Spohr, Louis	XA-DE	1	1784-04-05	1859-10-22	Spohr, ...; Špor, Ljudvig; Spohr, L.; Spohr, Luigi; Spohr, Ludewig; Spohr, Luis; Spohr, Ludwig; Shpor, Ludvig; Spohrer, Alfred
1291	Sponholtz Adolf, Henri	NA	not found	NA	0	NA	NA	NA
1292	St Germaine, Arthur A.	NA	not found	NA	0	NA	NA	NA
1293	Stainer, John	http://d-nb.info/gnd/117205923	Stainer, John	XA-GB	1	1840-06-06	1901-03-31	Stainer, John, Sir
1293	Stainer, John	http://d-nb.info/gnd/140544844	Stainer, John	NA	0	1915	NA	NA
1294	Stamitz, Carl	http://d-nb.info/gnd/119000008	Stamitz, Carl	XA-DE	1	1745-05-07	1801-11-09	Stamitz, Carlo; Stametz, ...; Stamic, Karel Filip; Stamitz, Carl P.; Stamitz, Charles; Stamitz, Karl; Stamic, Karel; Stamitz, Carl Philipp; Stamitz, Karl Philipp
1295	Stanford, Charles Villiers	http://d-nb.info/gnd/119032406	Stanford, Charles Villiers	XA-IE; XA-GB	1	1852-09-30	1924-03-29	Stanford, CH... V...; Stanford, Charles V.; Stanford, Charles Villier; Drofnatski, Karel; Drofnatzki, Karel; Lear, E.; Stanford, C. Villiers; Stanford, Ch. V.; Stanford, C. V.; Villiers Stanford, Charles; Standford, Charles Villiers
1296	Stanley, Charles John	http://d-nb.info/gnd/119161923	Stanley, John	XA-GB	1	1712-01-17	1786-05-19	Stanley, J.; Stanley, Charles John; Stanlay, John
1297	Starke, Michael J.	NA	not found	NA	0	NA	NA	NA
1298	Steemson, Miss	NA	not found	NA	0	NA	NA	NA
1299	Steffani, Agostino	http://d-nb.info/gnd/118798561	Steffani, Agostino	XA-IT; XA-DE	1	1654-07-25	1728-02-12	Steffanus, Augustinus; Steffano, Augustino; Piva, Gregorio; Stephani, Agostino; Steffano, Agostino; Stefani, Agostino; Staffani, Agostino
1300	Steibelt, Daniel	http://d-nb.info/gnd/104206780	Steibelt, Daniel	XA-DE	1	1765-10-22	1823-09-20	Steibel; Steibelt; Stiebelt; Steibelt, D.; Steibelt, Daniel Gottlieb
1301	Steiner, Emma R.	NA	not found	NA	0	NA	NA	NA
1302	Steiner, Robert	http://d-nb.info/gnd/135278104	Steiner, Robert A.	XA-DE	1	NA	NA	Steiner, Robert Adrian; Steiner, Robert; Steiner, Rob; Steiner, Rob the Voice; Rob the Voice
1303	Stenger, IV, Carl Robert	NA	not found	NA	0	NA	NA	NA
1304	Stepec, Matthieu	NA	not found	NA	0	NA	NA	NA
1305	Stephani, Johann	http://d-nb.info/gnd/124772773	Steffens, Johann	XA-DE	1	1560	1616	Steffens; Steffens, Johannes; Stephani, Johannes; Stephanus, Johannes; Stephanus, Johann; Steffen, Johann; Stephani, Johann; Stephan, Johann; Steffens, Johan
1306	Stern, Peter H.	NA	not found	NA	0	NA	NA	NA
1307	Steuerlein, Johan	http://d-nb.info/gnd/121120791	Steuerlein, Johann	XA-DE	1	1546-07-05	1613-05-05	Steuerlein, Johannes; Steurlein, Johann; Steurlein, Johannes; Steurlin, Johann; Steurlin, Johannes; Steurlein, Johann, der Ältere
1308	Stieger, Robert Matthew	NA	not found	NA	0	NA	NA	NA
1309	Stradella, Alessandro	http://d-nb.info/gnd/118755714	Stradella, Alessandro	XA-IT	1	1639	1682	Stradella, A.; Stradella, Allessandro
1310	Strauss I, Johann	NA	not found	NA	0	NA	NA	NA
1311	Strauss II, Johann	NA	not found	NA	0	NA	NA	NA
1312	Strauss, Franz	http://d-nb.info/gnd/117311901	Strauss, Franz	XA-DE	1	1822-02-26	1905-05-31	Strauß, Franz; Strauss, Franz Joseph; Strauss, Franz J.; Strauss, Franz Josef
1313	Strauss, Richard	http://d-nb.info/gnd/11861911X	Strauss, Richard	XA-DE	1	1864-06-11	1949-09-08	Strauss, Riccardo; Strauss, Richard Georg; Štrauss, Richard; Strauss, R.; Strauss, ...; Lixiade-Shitelausi; Shitelausi, Lixiade; Štraus, Richard; Straus, Richarnt; Strauß, Richard
1314	Stravinsky, Igor	http://d-nb.info/gnd/118642545	Stravinsky, Igor	XA-RU; XA-CH; XA-FR; XD-US	1	1882-06-05	1971-04-06	Stravinskij, Igor Fedorovič; Стравинский, Игорь Фёдорович; Stravinskij, Igor F.; Stravinskij, I. F.; Stravinskij, Igor'; Stravinskij, Igor' F.; Stravinskij, Igor' Fëdorovič; Strawinskij, I.; Stravinsky, ...; Strawinsky, ...; Strawinsky, Igor; Strawinsky, Igor F.; Strawinski, Igor; Stravynsʹkyj, Ihor; Stravynsʹkyj, Ihor Fedorovyč; Stravinskj, I.; Stravinsky, I.; Strawinsky, I.; Strawinsky, Igor Fjodorowitsch; Stravinsky, Igor F.; Strawinsky, Igór; Strawinsky, Igor Feodorowitsch; Strawinsky, Jgor; Stravinskij, Igor; Stravinsky, Igor Fyodorovich; Stravinsky, Igor Fedorovich; Stravinski, Igor; Strawinski, Igor Fjodorowitsch; Stravinskii, Igor' Fedorovich; Stravinskii, Igor Fedorovitch; Stravinskij, Igor Fe͏̈dorovič; Stravinskij, Igorʹ Fedorovič; Istrāvīnskī, Īgūr; Stravinskiĭ, Igorʹ Fedorovich; Strawiński, Igor Fiodorowicz; Strawinskij, Igor
1315	Strickland, Lily Theresa	http://d-nb.info/gnd/126382662	Strickland, Lily	XD-US	0	1887	1958	Strickland, Lily Teresa; Anderson, Lily; Strickland, Lily T.; Strickland, Lily Theresa
1316	Strozzi, Barbara	http://d-nb.info/gnd/119181045	Strozzi, Barbara	XA-IT	2	1619	1677-11-11	Valle, Barbara
1317	Stuart, Brian Ray	NA	not found	NA	0	NA	NA	NA
1318	Suk, Josef	http://d-nb.info/gnd/119559978	Suk, Josef	XA-CZ; XA-DE; XA-AT	1	1874-01-04	1935-05-29	Suk, ...; Suk, J.; Suk, Jesef; Suck, Josef; Shuk, Josef; Suk, Ǐozef
1319	Sulit, Arthur Donato	NA	not found	NA	0	NA	NA	NA
1320	Sullivan, Sir Arthur	http://d-nb.info/gnd/118799371	Sullivan, Arthur	XA-GB	1	1842-05-13	1900-11-22	Sullivan, Artur; Sullivan, Arthur Seymour; Sullivan, Arthur S.; Sullivan, A. S.
1321	Sung, Felix Eugene	NA	not found	NA	0	NA	NA	NA
1322	Suppé, Franz von	http://d-nb.info/gnd/118757873	Suppé, Franz von	XA-AT; XA-FR	1	1819-04-18	1895-05-21	Suppé, F. von; Suppé, Fr. v.; Suppé Demelli, Francesco Ezechiele Ermenegildo; Suppé, Francesco de; Suppé, F. de; Demelli, Francesco Ezechiele Ermenegildo Suppé; Suppé, Franz de Paula von; Suppé-Demelli, Francesco Ezechiele Ermenegildo; Suppe, Franz von; Suppé, Franz de; Souppée, Franz von; Suppé, François de; Von Suppé, Franz; Demelli, Francesco Ezechiele Ermenegildo Cavaliere Suppé; Celesti, Italo
1323	Susato, Tielman	http://d-nb.info/gnd/11875789X	Susato, Tylman	XA-DE; XA-BE; XA-SE	1	1500	1562	Susato, Tielman de; Susato, Tilman; Susato, Thielemannkor; Susato, Tielman; Susato, Tilmann; Susato, Thylman; Susato, Thieleman; Tylman, Susato; Susato, ...; Tilman, Susato; Susato, Tielmann; Susato, Tieleman; Susato, Thielman; Tylman Susato, Susato; Susato, Titelman
1323	Susato, Tielman	http://d-nb.info/gnd/108983800X	Susato, Tylman	ZZ	0	NA	NA	Susato, Tielman
1324	Sviridov, Georgy Vasilevich	NA	not found	NA	0	NA	NA	NA
1325	Sweelinck, Jan Pieterszoon	http://d-nb.info/gnd/118799517	Sweelinck, Jan Pieterszoon	XA-NL	1	1562	1621-10-16	Sweeling, Jan P.; Sweelinck, Jan P.; Sweelink, Jan P.; Sweelinck, ...; Sweeling, Johan Peterssen; Swelingh, Jean Pierre; Sweelinck, Jan Peter; Sweling, Johan P.; Sweling, Johann P.; Sweling, Johan Peterssen; Sweling, Johann Peterssen; Swelingh, D. J.; Sweelinck, J. P.; Sweelinck, Jan Pieterszon; Sweelinck, Jan Pieterszn; Sweelinck, Jan Pieters; Sweelinck, Jan Pieter; Sweeling, Jan Pieterszoon; Zwelinck, Jan Pieterszoon; Sweelingh, Jan Pieterszoon; Sweling, Jan Pieterszoon; Swelingh, Jan Pieterszoon; Swelinck, Jan Pietersz.; Swelinck, Jan Pieterszoon; Sweelinck, Johann Peter
1326	Szadek, Tomasz	http://d-nb.info/gnd/1032092033	Szadek, Tomasz	XA-PL	0	1550	1612	Tomasz, z Szadka; Thoma, a Szadek
1327	Szamotuly, Waclaw of	NA	not found	NA	0	NA	NA	NA
1328	Szydelko, Sid G.	NA	not found	NA	0	NA	NA	NA
1329	Szymborski, Daniel	NA	not found	NA	0	NA	NA	NA
1330	Sánchez, Frederic	NA	not found	NA	0	NA	NA	NA
1331	Taffanel, Paul	http://d-nb.info/gnd/117196908	Taffanel, Paul	XA-FR	1	1844-09-16	1908-11-21	Taffanel, Claude Paul; Taffanel, Claude-Paul; Taffanel, Claude P.
1332	Taki, Rentaro	NA	not found	NA	0	NA	NA	NA
1333	Talexy, Adrien	http://d-nb.info/gnd/138698341	Talexy, Adrien	XA-FR	0	1821	1881	Talexy, A.
1334	Tallard, Camille	NA	not found	NA	0	NA	NA	NA
1335	Tallis, Thomas	http://d-nb.info/gnd/118801252	Tallis, Thomas	XA-GB	1	1505	1585	Tallys, T.; Tallys, Thomas; Talys, Thomas; Talles, Thomas
1336	Tam, Keith	NA	not found	NA	0	NA	NA	NA
1337	Taneyev, Sergey Ivanovich	http://d-nb.info/gnd/118642669	Taneev, Sergej Ivanovič	XA-RU	1	1856-11-25	1915-06-19	Taneev, Sergej I.; Tanejew, S. I.; Taneeff, S.; Taneiev, Serguei Ivanovitch; Taneïev, Serguei Ivanovitch; Taneïev, S. I.; Taneyev, Sergey; Taneev, Sergej; Taneiew, Serge; Taneïew, Serge I.; Taneev, S.; Tanejew, S.; Tanejew, Sergei; Tanejew, Sergej Iw.; Taneyev, S.; Taneyev, Sergei I.; Tanayev, Serge I.; Taneyev, Sergei Ivanovich; Taneyeff, Sergei; Taneïev, Sergei; Taneïew, Serge Iw.; Taneyef, Sergey; Tanejew, Sergei I.; Tanejew, Sergej I.; Taneiew, Serge I.; Tanejev, Sergej; Taneev, Sergei Ivanovich; Taneyev, Sergey I.; Taneyev, Sergei; Tanejew, Serge; Taneyev, Sergey Ivanovich; Tanejew, Sergej; Tanejew, Sergej Iwanowitsch; Taneyev, Sergej Iwanovitsch; Tanajeff, Sergei; Taneiev, Serge Ivanovitch; Taneiev, Sergei Ivanovich; Taneïev, Sergueï Ivanovitch; Tanejev, Serge; Tanéïèw, Serge Iw.; Tanejew, Sergei Iwanowitsch; Tanéev, Serguéï Ivanovitch; Taneiev, Sergei; Taneiev, S.
1338	Tao, Kevin R.	NA	not found	NA	0	NA	NA	NA
1339	Taraldsen, Simen Trovatten	NA	not found	NA	0	NA	NA	NA
1340	Tartini, Giuseppe	http://d-nb.info/gnd/118620878	Tartini, Giuseppe	XA-IT	1	1692-04-08	1770-02-26	Tartini, ...; Tartini, J.; Tartini-Kreisler, ...; Tartini-Francescatti, ...; Tartini, Giuzeppe; Tartini, G.
1341	Taverner, John	http://d-nb.info/gnd/118801457	Taverner, John	XA-GB	1	1490	1545-10-18	NA
1342	Tchaikovsky, Pyotr Ilich	NA	not found	NA	0	NA	NA	NA
1343	Tegnér, Alice	http://d-nb.info/gnd/143696742	Tegnér, Alice	XA-SE	2	1864-03-12	1943-05-26	Tegnér, Alice Charlotte; Sandström, Alice Charlotte
1344	Telemann, Georg Michael	http://d-nb.info/gnd/100624944	Telemann, Georg Michael	XA-DE; XA-LV	1	1748-04-20	1831-03-04	Telemann, Georg M.; Telemann, Michael
1345	Telemann, Georg Philipp	http://d-nb.info/gnd/11862119X	Telemann, Georg Philipp	XA-DE	1	1681-03-14	1767-06-25	Telemann, ...; Telemann, George P.; Telemann, Georges P.; Teleman, Georg P.; Telemann, Georg Phil.; Telemann, Ge. Phil.; Telemann, Georgius Philippus; Telemann, G. Phil.; Melande, Georgio; Melante; Telemann, Georg; Telemann, Giorgio F.; Telemann, G. P.; Telemann, G. P. H.; Telemann, Georg Phillipp; Telemann, Georg Phillip; Telemann, Georg-Philipp; Telemann, Georg Ph.; Telemann, G. Ph.; Telemann, Georg P.; Telemann, Giorgio Filippo; Teleman, Georgio Philippo; Teleman, Georg Philipp; Tellemann, Georg Philipp; Telemann, Georgivs Philippvs; Telemann, Georg Philip
1346	Telli, Emanuele	NA	not found	NA	0	NA	NA	NA
1347	Temple, James D.	NA	not found	NA	0	NA	NA	NA
1348	Tennison, Sam A.	NA	not found	NA	0	NA	NA	NA
1349	Thalberg, Sigismond	http://d-nb.info/gnd/11729781X	Thalberg, Sigismund	XA-CH; XA-AT; XA-FR; XA-IT	1	1812-01-08	1871-04-27	Thalberg, Sigism.; Thalberg, S.; Thalberg, Sigmund; Thalberg, Sigismund Fortuné François; Thalberg, Sigismond Fortuné François; Thalberg, Sigismond
1350	Thieriot, Ferdinand	http://d-nb.info/gnd/117338311	Thieriot, Ferdinand	XA-DE	1	1838-04-07	1919-08-04	Thieriot, F.; Thieriot, Ferd.; Thieriot, Heinrich Ferdinand; Thieriot, ...; Thieriot, Ferdinand Heinrich
1351	Thobaben, Gary Charles	NA	not found	NA	0	NA	NA	NA
1352	Thomas, Alan Arthur	NA	not found	NA	0	NA	NA	NA
1353	Thomas, Ambroise	http://d-nb.info/gnd/119221187	Thomas, Ambroise	XA-FR	1	1811-08-05	1896-02-12	Thomas, Charles L.; Thomas, Charles-Ambroise; Thomas, Ambr.; Toma, A.; Thomas, A.; Thomas, Ambreuse; Thomas, Ambroise Charles Louis; Toma, Ambroise; Thomas, Charles Louis Ambroise; Thomas, Ambrogio; Thomas, Ambrosio
1354	Thomé, Francis	http://d-nb.info/gnd/13501378X	Thomé, Francis	XC-MU; XA-FR	1	1850-10-18	1909-11-16	Thomé, François L.; Thomé, François-Luc-Joseph; Thomé, François Luc Joseph; Thomé, F.; Thomé, Joseph-François-Luc; Thomé, Fr.
1355	Thortsen, Eric M.	NA	not found	NA	0	NA	NA	NA
1356	Tisdale, William	http://d-nb.info/gnd/132785633	Tisdall, William	NA	1	NA	NA	Tisdale, William; Tisdal, William
1357	Tocci, Jr., Richard F.	NA	not found	NA	0	NA	NA	NA
1358	Todd, Richard Wesley	NA	not found	NA	0	NA	NA	NA
1359	Toffoletto, Raí Biason	NA	not found	NA	0	NA	NA	NA
1360	Tolman, J.D.	NA	not found	NA	0	NA	NA	NA
1361	Torelli, Giuseppe	http://d-nb.info/gnd/118802550	Torelli, Giuseppe	XA-IT	1	1658-04-22	1709-02-08	Torelli, ...; Torelli, Petronio G.; Veronese, Giuseppe Torelli; Torelli Veronese, Giuseppe; Torelli, Gioseffo
1362	Traditional, Christmas	NA	not found	NA	0	NA	NA	NA
1363	Translateur, Siegfried	http://d-nb.info/gnd/134541898	Translateur, Siegfried	XA-DE	1	1875-06-19	1944-03-01	Translateur, Salo Siegfried; Translateur, S.; Translateur, ...; Translateur, Sally
1364	Trebor	http://d-nb.info/gnd/124018890	Trebor	XA-FR	0	1390	1410	Robert, Johan; Johan, Robert; Robert, Jehan; Robert, Jean; Jehan, Roubert
1364	Trebor	http://d-nb.info/gnd/1089850557	Trebor	ZZ	0	NA	NA	Robert, Jehan; Robert, Johan
1365	Tromboncino, Bartolomeo	http://d-nb.info/gnd/118921592	Tromboncino, Bartolomeo	XA-IT	0	1470	1535	NA
1366	Tulou, Jean Louis	http://d-nb.info/gnd/117438405	Tulou, Jean Louis	XA-FR	1	1786-09-12	1865-07-23	Tulou, ...; Tulou; Tulou, J. L.; Toulou, Jean Louis; Toulou, Jean-Louis; Tulou, Jean-Louis; Tuolou, Jean-Louis
1367	Turner, Mike J.	NA	not found	NA	0	NA	NA	NA
1368	Tvrdy, Jaroslav	NA	not found	NA	0	NA	NA	NA
1369	Tárrega, Francisco	http://d-nb.info/gnd/120065894	Tárrega, Francisco	XA-ES	1	1852-11-21	1909-12-15	Tárrega, F.; Tárrega Eixea, Francisco; Eixea, Francisco Tárrega; Tárrega, Francesc; Tarrega, Francesco
1370	Türk, Daniel Gottlob	http://d-nb.info/gnd/119127709	Türk, Daniel Gottlob	XA-DE	1	1750-08-10	1813-08-26	Tuerk, Daniel Gottlob; Türck, Daniel G.; Tuerck, Daniel Gottlob; Türk, Daniel G.; Türk, Daniel Gottlieb; Türck, Daniel Gottlob
1371	Umlauf, Ignaz	http://d-nb.info/gnd/130067229	Umlauff, Ignaz	XA-AT	1	1746	1796	Umlauf, Ignaz
1372	Ungar, Robert	NA	not found	NA	0	NA	NA	NA
1373	Urquiola, Isidro	NA	not found	NA	0	NA	NA	NA
1374	Valachovic, Guy A.	NA	not found	NA	0	NA	NA	NA
1375	Valderrábano, Enríquez de	http://d-nb.info/gnd/124396968	Valderrábano, Enríquez de	XA-ES	0	1500	1557	Valderrávano, Enríquez de; Valderrávano, Enrique de; Vald́errabano, Enrike de; Valderrabona, Enriquez de; Valderrabano, Enrriquez de; Valderrábano, Enrique de; Valderrábano, Enriques de
1376	Valente, Antonio	http://d-nb.info/gnd/124396690	Valente, Antonio	XA-IT	1	1565	1580	NA
1377	Valverde, Joaquín	http://d-nb.info/gnd/121502589	Valverde, Joaquín	XA-ES	1	1846-02-27	1910-03-17	Romea y Valverde; Rubio y Valverde; Valverde, span. Komp.; Valverde, Joaquín, padre; Valverde Durán, Joaquín; Valverde-Durán, Joaquín; Durán, Joaquín Valverde
1378	Valverde, Jorge Luis	NA	not found	NA	0	NA	NA	NA
1379	Vanderburg, Kevin L.	NA	not found	NA	0	NA	NA	NA
