Row	CAMC_Name	GND_URI	GND_Name	GND_Land	GND_Gender	GND_Birth	GND_Death	GND_VariantName
112	Bayreuth, Wilhelmine von	http://d-nb.info/gnd/118633112	Wilhelmine Friederike Sophie, Brandenburg-Bayreuth, Markgräfin	XA-DE	2	1709-07-03	1758-10-14	Wilhelmine, Preußen, Prinzessin; Frédérique Sophie Wilhelmine, Bareith, Margrave; Friederike Sophie Wilhelmine, Baireuth, Markgräfin; Friderike Sophie Wilhelmine, Bayreuth, Markgräfin; Wilhelmine, Baireuth, Markgräfin; Wilhelmine Friederike Sophie, Bayreuth, Markgräfin; Friederike Sophie Wilhelmine, Bayreuth, Markgräfin; Friederike Sophie Wilhelmine; , Preußen, Prinzessin; Wilhelmine, Brandenburg-Bayreuth, Markgräfin; Frederica Sophia Wilhelmina, Bayreuth, Markgräfin; Federica Sofia Willelmina, Brandenburgo-Culmbac, Marggravia; Markgräfing Wilhelmine von Brandenburg-Bayreuth; Frédérique Sophie Wilhelmine, Bayreuth, Margrave; Friderice Sophie Wilhelmine; Friderique Sophie Wilhelmine, Brandebourg-Coulmbac, Marggrave; Frédérique Sophie Wilhemine, de Prusse; Wilhelmine Friderike Sophie, Bayreuth, Markgräfin; Wilhelmine Friederike Sophie, Baireuth, Markgräfin; Wilhelmine Friederike Sophie, Bareith, Margrave; Wilhelmine Friederike Sophie, Bayreuth, Margrave; Wilhelmine Friederike Sophie, Preußen, Prinzessin; Wilhelmine, Bayreuth, Markgräfin; Wilhelmine, Markgräfin; Friederike Wilhelmine Sophie, Bayreuth, Markgräfin; Friederike Wilhelmine Sophie, Brandenburg-Culmbach, Markgräfin; Friederike Sophie Wilhelmine, Brandenburg Culmbach, Markgräfin; Friederika Sophia Willhelmina, Brandenburg Culmbach, Markgräfin; Friedericke Sophie Wilhelmine, Brandenburg, Markgräfin; Friederike Wilhelmine Sophie, Brandenburg-Kulmbach, Markgräfin; Friederike Wilhelmine Sophie, Brandenburg-Bayreuth, Markgräfin; Friederike Wilhelmine Sophie, Brandenburg, Markgräfin; Friederica Sophia Wilhelmina, Brandenburg-Bayreuth, Markgräfin; Friederike Sophie Wilhelmine, von Hohenzollern; Wilhelmine, von Bayreuth; Bayreuth, Wilhelmine von; Wilhelmine Friederike Sophie, Margrave, Bayreuth; Wilhelmine Friederike Sophie, Margravine, Bayreuth; Federica Sofia Willelmina, Markgräfin von Bayreuth; Federica Sofia Willelmina, Margrave, Bayreuth; Federica Sofia Willelmina, Margravine, Bayreuth; Friderique Sophie Wilhelmine, Markgräfin von Bayreuth; Friderique Sophie Wilhelmine, Margrave, Bayreuth; Friderique Sophie Wilhelmine, Margravine, Bayreuth; Friederike Sophie Wilhelmine, Markgräfin von Brandenburg-Bayreuth; Wilhelmine, Bayreuth ; Markgräfin; Frédérique Sophie Wilhelmine, Margrave de Bareith; Wilhelmine, Margrave, Bayreuth; Wilhelmine, Margravine, consort of Friedrich, Margrave of Bayreuth; Wilhelmine, Margravine, Bayreuth; Wilhelmine, Markgräfin von Bayreuth; Wilhelmine, Anspach, Markgräfin; Wilhelmine, Prinzessin von Preussen; Wilhelmine Friederike Sophie, Markgräfin von Bayreuth; Wilhelmine Friederike Sophie, Markgräfin von Brandenburg-Bayreuth; Friederike Sophie Wilhelmine, Markgräfin von Bayreuth; Sophie Friederike Wilhelmine, Markgräfin von Bayreuth
113	Bazin, François	http://d-nb.info/gnd/135497965	Bazin, François	XA-FR	1	1816-09-04	1878-07-02	Bazin, François Emmanuel Joseph; Bazin, François-Emmanuel-Joseph
114	Bazylik, Cyprian	http://d-nb.info/gnd/132945452	Bazylik, Cyprian	XA-PL	0	1535	1600	Bazylik, Kipryjan
115	Bazzini, Antonio	http://d-nb.info/gnd/116097701	Bazzini, Antonio	XA-IT	1	1818-03-11	1897-02-10	Bazzini, Antonio J.; Bazzini, Antonio Joseph
116	Beach, Amy Marcy Cheney	http://d-nb.info/gnd/118968157	Beach, H. H. A., Mrs.	XD-US	2	1867-09-05	1944-12-27	Beach, H. H.; Cheney-Beach, Amy M.; Cheney, Amy M.; Beach, Amy M.; Beach, Amy Marcy; Cheney, Amy Marcy; Beach, Amy; Beach, Amy Marcy Cheney; Beach, H.H.A.; Beach, H. H. A.; Beach, H.H.A., Mrs.; Cheney-Beach, Amy Marcy
117	Beethoven, Ludwig van	http://d-nb.info/gnd/118508288	Beethoven, Ludwig van	XA-DE; XA-AT	1	1770-12-17	1827-03-26	Beethoven, Lovis van; Beethoven, Ludwig von; Bethoven, Ludwig von; Beethoven; Beethoven, L. de; Beethoven, L. van; Beethoven, Ludw. van; Beethoven, L. v.; Betchoven, Ljudvig van; Beethoven, Ludovicus van; Bethoven; Bei duo fen; Beiduofen; Beethofen; Beethoven, Lewis van; Bethoven, Ludwig van; Betoven, Ludvig van; Betchoven, Ljudvig van; Beethoven, Louis van; Beethoven, Luigi van; Beethoven, Ludvig van; Van Beethoven, Ludwig; Beethoven, Ludwik van; Betchoven, L. van
118	Behringer, Cameron M.	NA	not found	NA	0	NA	NA	NA
119	Beliczay, Julius Von	NA	not found	NA	0	NA	NA	NA
120	Belkengren, Eric F.	NA	not found	NA	0	NA	NA	NA
121	Bellini, Vincenzo	http://d-nb.info/gnd/118655191	Bellini, Vincenzo	XA-IT	1	1801-11-03	1835-09-23	Bellini, ...; Bellini, Vincenzio; Bellini, Vincenzo Salvatore Carmelo Francesco; Bellini, Vincenz; Bellini, V.; Bellini, W.; Bellini, Vinzenz; Bellini, Vicente
122	Bellinzani, Paolo Benedetto	http://d-nb.info/gnd/13432546X	Bellinzani, Paolo Benedetto	XA-IT	0	1690	1757-02-25	Bellinzani, Paolo B.; Bellinzani, Paolo; Belinzani, Paolo Benedetto; Bellizani, Paolo Benedetto
123	Bellman, Carl Michael	http://d-nb.info/gnd/118508709	Bellman, Carl Michael	XA-SE	1	1740	1795	Bellmann, Carl M.; Bellman, Karl Michael; Bellman, Carl Mikael; Bellman, Carl M.; Bellman, Karl Mich.; Bellman, C. M.; Fredman; Bellman, Karl M.
124	Bembo, Antonia	http://d-nb.info/gnd/119331063	Bembo, Antonia	XA-IT; XA-FR	2	1643	1715	Bembo, Antoinette
124	Bembo, Antonia	http://d-nb.info/gnd/1089414773	Bembo, Antonia	ZZ	0	1640	1720	Bembo, Antonia Padoani; Bembo, Antoinette
125	Benda, Georg Anton	http://d-nb.info/gnd/118655329	Benda, Georg	XA-DE; XA-CZ	1	1722-06-30	1795-11-06	Benda, Jirí A.; Benda, Jiří A.; Benda, Jiři A.; Benda, Jiri A.; Benda, Jiři Antonín; Benda, Jiri Antonín; Benda, Ǐirzhi A.; Benda, Jiři; Benda, Jiri; Benda, I. A.; Benda, Georg A.; Benda, Giorgio; Benda, G.; Benda, George; Benda, Heinrich Georg; Benda, Jiří Antonín; Benda, Jiří; Benda, Georg Anton; Benda, Jirí Antonín
126	Bennet, John	http://d-nb.info/gnd/134106210	Bennet, John	XA-GB	1	NA	NA	Bennet, Jean; Bennett, John; Bennet, J.
126	Bennet, John	http://d-nb.info/gnd/173785980	Bennet, John	NA	0	1588	1623	Bennett, John
127	Benoit, Peter	http://d-nb.info/gnd/118886568	Benoît, Peter	XA-BE	1	1834-08-17	1901-03-08	Benoît, Pierre; Benoit, Pierre L.; Benoit, Pierre L. L.; Benoit, Peter
128	Berchem, Jacquet de	http://d-nb.info/gnd/102420025	Berchem, Jachet de	XA-NL	1	1505	1580	Berchem, Iachetto; Jachet, de Berchem; Berchem, Jaquet de; Berchem, Jacob van; Berchet, Jacquet de; Berchem, Jachet; Berchem, Giachet; Berchem, Giachetto de; Berchem, Jacques de; Berchem, Giachet de; Berchem, Jacquet de
129	Berenguer, Josep L.	NA	not found	NA	0	NA	NA	NA
130	Berenguer, Luis	NA	not found	NA	0	NA	NA	NA
131	Berens, Hermann	http://d-nb.info/gnd/134706021	Berens, Hermann	XA-DE; XA-SE	1	1826-04-07	1880-05-09	Berens, Johann Hermann; Berens, H.
132	Berezovsky, Maxim Sozontovich	http://d-nb.info/gnd/119450003	Berezovs'kyj, Maksym S.	XA-UA	1	1745	1777	Beresowski, Maksim Sosontowitsch; Beresowski, ...; Beresowsky, ...; Berezovs'kyj, Maksym Sozontovyč; Berezovskij, M.; Berezovskij, Maksim; Berezovskij, Maksim S.; Beresowskij, Maxim S.; Berezovsky, Maxim S.; Berezovsky, Maksim Sozontovich; Berezovsky, Maxym; Berezovsʹky, Maksym Sozontovych; Berezovskij, Maksim Sozontovič; Berezovskii, Maksim Sozontovich; Berezovsʹkyj, Maksym Sozontovyč; Berezovsky, Maxim Sozontovich; Berezovsky, Maksim
133	Berlioz, Hector	http://d-nb.info/gnd/118509675	Berlioz, Hector	XA-FR	1	1803-12-11	1869-03-08	Berlioz, Ettore; Berlioz, Hektor; Berlioz, H.; Berlioz, Louis-Hector; Berlioz, ...; Berlioz-Strauss, ...; Beruriōzu, ...; Berlioz, Louis Hector; Berlioz, Gektor
134	Bernard, Felix	http://d-nb.info/gnd/13462288X	Bernard, Felix	ZZ	1	1897	1944	NA
135	Bertalotti, Angelo	http://d-nb.info/gnd/134328043	Bertalotti, Angelo Michele	NA	0	1666	1747	Bertalotti, Angelo M.; Bertalotti, Angelo
136	Berthelot, Michel	NA	not found	NA	0	NA	NA	NA
137	Berthomieu, Marc	http://d-nb.info/gnd/134328205	Berthomieu, Marc	XA-FR	1	1906	1991	Berthomieu, Marc-Séverin-Auguste
138	Bertini, Henri Jérôme	http://d-nb.info/gnd/116149493	Bertini, Henri	XA-FR	1	1798	1876	Bertini, H. J.; Bertini, Henri J.; Bertini, Henry; Bertini, H.; Bertini, Hi. J.; Bertini, Heinr. J.; Bertini, ...; Bertini, Henri Jérôme; Bertini, Henri-Jérôme
139	Bertrand, Anthoine	http://d-nb.info/gnd/118656813	Bertrand, Antoine de	XA-FR	0	NA	1581	Bertrand, Antoine; Bertrand, Komponist; Bertrand, Anthoine de; De Bertrand, Anthoine
139	Bertrand, Anthoine	http://d-nb.info/gnd/1089530099	Bertrand, Antoine de	ZZ	0	[1540?]	[1581?]	Bertrand, Anthoine de
140	Berwald, Franz	http://d-nb.info/gnd/118510177	Berwald, Franz	XA-SE	1	1796-07-23	1868-04-03	Berwald, Franz Adolf; Berwald, Frans; Berwald, Franz A.; Berwald, Adolf Franz
141	Besard, Jean-Baptiste	http://d-nb.info/gnd/124555578	Besard, Jean-Baptiste	XA-FR	1	1567	1616	Besardus, Jean Baptiste; Bésard, Jean-Baptiste; Besardus, Joannes Baptista; Besardus, Ioannes Baptista; Besardvs, Ioannes Baptista; Besardus, J. B.; Besardus, I. B.; Besardo, Giovanni Baptista; Besard, Jean Baptiste; Besardus, Jean-Baptiste; Besarde, Jean B.; Besard, Jean B.; Besardus, Johannes Baptista; Bézard, Jean-Baptiste; Besardo, Giovanni Battista
142	Best, William Thomas	http://d-nb.info/gnd/132242567	Best, William Thomas	XA-GB	1	1826-08-13	1897-05-10	Best, W. T.; Best, W. Th.; Best, William T.; Best, William Th.; Best, W.T.
143	Besteiro, Agustin T.	NA	not found	NA	0	NA	NA	NA
144	Bevilacqua, Matteo	http://d-nb.info/gnd/103846034	Bevilacqua, Matteo	XA-IT	0	1772	1849	Bevilacqua, M.; Bevilacqua, M. de; Bevilacqua, Matteo di; Di Bevilacqua, Matteo; Bevilacqua, Matteo de; Bevilacqua, Mathieu
145	Billema, R	NA	not found	NA	0	NA	NA	NA
146	Billi, Vincenzo	NA	not found	NA	0	NA	NA	NA
147	Billings, William	http://d-nb.info/gnd/119078813	Billings, William	XD-US	0	1746	1800	NA
148	Binchois, Gilles de Bins dit	NA	not found	NA	0	NA	NA	NA
149	Bishop, Sir Henry Rowley	http://d-nb.info/gnd/116195398	Bishop, Henry Rowley	XA-GB	1	1786-11-18	1855-04-30	Bishop, Henry R.; Bishop, Henry; Bischop, Henry R.; Rowley Bishop, Henry; Bishop, H. R.
150	Bisset, Andrew Paul	NA	not found	NA	0	NA	NA	NA
151	Bizet, Georges	http://d-nb.info/gnd/118511440	Bizet, Georges	XA-FR	1	1838-10-25	1875-06-03	Bizet, Alexandre César Léopold; Bizet, Carl Georges; Bizet, Georges Alexandre César Léopold; Bizet, George; Bizet, Giorgio; Bizet, G.; Bize, Aleksandr Sezar Leopolʹd; Bize, Žorž; Bizet
152	Blanco, Jose M. G.	NA	not found	NA	0	NA	NA	NA
153	Blavet, Michel	http://d-nb.info/gnd/118511637	Blavet, Michel	XA-FR	1	1700-03-13	1768-10-28	NA
154	Bloch, Ernest	http://d-nb.info/gnd/118852213	Bloch, Ernest	XA-CH; XD-US	1	1880-07-24	1959-07-15	Bloch, ...; Bloch, Ernst
155	Blodek, Vilem	http://d-nb.info/gnd/134331044	Blodek, Vilém	XA-CZ	1	1834-10-03	1874-05-01	Plodek, Vilém František; Blodek, Guillaume; Blodek, Wilhelm; Blodek, Vilem
156	Blon, Franz von	http://d-nb.info/gnd/134331125	Blon, Franz von	XA-DE	0	1861	1945	Von Blon, Franz
157	Blow, John	http://d-nb.info/gnd/119042983	Blow, John	XA-GB	1	1649-02-23	1708-10-01	NA
158	Blower, Michael John	NA	not found	NA	0	NA	NA	NA
159	Blum, Kevin S.	NA	not found	NA	0	NA	NA	NA
160	Blyth, Andrew	NA	not found	NA	0	NA	NA	NA
161	Bobos, Daniel Radu	NA	not found	NA	0	NA	NA	NA
162	Bochsa, Robert-Nicolas-Charles	http://d-nb.info/gnd/11901680X	Bochsa, Robert-Nicolas-Charles	XA-FR	1	1789-08-09	1856-01-06	Bochsa, N. C.; Bochsa, N. Ch.; Bochsa, R. N.; Bochsa, ...; Bochsa, ..., fils; Bochsa, Robert Nicolas Charles; Bochsa, Robert N.; Bochsa, Nicolas Charles; Bochsa, Robert-Nicholas-Charles; Bochsa, Nicholas C.; Bochsa, Nicholas Charles; Bochsa, Charles Nicholas; Bochsa, Robert Nicolas-Charles; Bochsa, Nicolas; Bochsa, R. N. C.; Bochsa, Nicolas-Charles; Bochsa, Charles; Bochsa, N. Charles
163	Boehm, Theobald	http://d-nb.info/gnd/118512552	Böhm, Theobald	XA-DE	1	1794-04-09	1881-11-25	Böhm, Theobald Friedrich; Boehm, Theobald; Böhm, F.; Boehm, ...
164	Boely, Alexandre Pierre François	NA	not found	NA	0	NA	NA	NA
165	Boesset, Antoine	http://d-nb.info/gnd/120890038	Boësset, Antoine	XA-FR	0	1585	1643	Boessét, Anthoyne; Boesset, Antoine; Boesset, Anthoyne; Boe͏̈sset, Anthoine; Boe͏̈sset, Antoine
166	Bogenhuber, Benedikt	NA	not found	NA	0	NA	NA	NA
167	Bogovich, Brian Brent	NA	not found	NA	0	NA	NA	NA
168	Boieldieu, François-Adrien	http://d-nb.info/gnd/118512978	Boieldieu, François Adrien	XA-FR	1	1775-12-15	1834-10-08	Boieldieu, Ad. Fr.; Boieldieu, François; Boieldieu, Adrien Franz; Boieldieu, Adrien F.; Boieldieu, ...; Boildieu, François-Adrien; Boieldieu, François-Adrien; Boi͏̈eldieu, François Adrien; Boi͏̈eldieu, Adrien; Boi͏̈eldieu, François; Boi͏̈el-Dieu, François Adrien; Boyeldieu, François Adrien; Boyel-Dieu, François Adrien; Boieldieu, François A.; Boieldieu, F.-A.; Boieldieu, F. A.; Boieldieu, A.Fr.; Boeldieu, ...; Bojeldieu, ...; Boildieu, ...; Boyeldieu, A.; Boieldieu, Adrien François; Boieldieu, Adrien; Boyel-Dieu, citoyen; Boyeldieu; Boieldieu, Monsr. de; Boyeldieu, Adrien; Boildieu, François Adrien; Boi͏̈eldieu, Francesco Adriano
169	Boismortier, Joseph Bodin de	http://d-nb.info/gnd/120733684	Boismortier, Joseph Bodin de	XA-FR	1	1689-12-23	1755-10-18	Boismortier, Joseph B. de; Boismortier, J. B. de; Boismortier, Josef Bodin de; Boismortier, ...; Beaumortier, ...; Beaumortié, ...; Boismortier, Bodin de; Boismortier, J. Bodin de; Bodin de Boismortier, Joseph; De Boismortier, Joseph Bodin
170	Bojangles, Edward W.	NA	not found	NA	0	NA	NA	NA
171	Boldachev, Sasha S.	NA	not found	NA	0	NA	NA	NA
172	Bon di Venezia, Anna	http://d-nb.info/gnd/120491761	Bon, Anna	XA-IT	2	1738	1789	Bon di Venezia, Anna; Bon DiVenezia, Anna; Bonn, Anna; Bon, A. di; Venezia, Anna Bon di
173	Boni, Guillaume	http://d-nb.info/gnd/103844155	Boni, Guillaume	NA	0	NA	NA	Bony, Guillaume
174	Bonis, Mel(anie)	NA	not found	NA	0	NA	NA	NA
175	Bononia, Bartholomaeus de	http://d-nb.info/gnd/135892686	Bartholomaeus, de Bononia	XA-IT	1	NA	NA	Bononia, Bartholomaeus de; Bartolomeo, da Bologna; Bologna, Bartolomeo da; Bartholomeus, de Bononia; Bartolomeus, of Bologna; Bononia, Bartholomeus de; De Boninia, Bartolomeus
176	Bons, Justin B.	NA	not found	NA	0	NA	NA	NA
177	Borek, Krzysztof	http://d-nb.info/gnd/1068600659	Borek, Krzysztof	XA-PL	1	NA	1573	NA
178	Borodin, Alexander	http://d-nb.info/gnd/118661914	Borodin, Aleksandr Porfirʹevič	XA-RU	1	1833-10-31	1887-02-15	Borodin, Aleksandr P.; Borodin, Aleksandr Porfirʹevich; Borodin, Alexandr; Borodine, A.; Borodine, Alessandro; Borodin, A. P.; Borodin, Aleksandr; Borodin, Alejandro; Borodin, Alexander; Borodin, Alexander P.; Borodin, Alexandr P.; Borodine, Alexandre; Borodin, A.; Borodin, Alexander Porphyriewitsch; Borodine, Alexander; Borogyin, A. P.; Бородин, Александр Порфирьевич
179	Bortnyansky, Dmitry Stepanovich	http://d-nb.info/gnd/119121999	Bortnjans'kyj, Dmytro S.	XA-UA	1	1751-10-28	1825-09-28	Bortnianskij, D.; Bortniansky, D.; Bortniansky, Dmitri; Bortnianski, ...; Bortnianski, A.; Bortnjanskij, Dmitrij S.; Bortnjanskij, Dmitrij Stepanovič; Bortnjanskij, D.; Bortnianski, D.; Bortnjanskij, Demetrius; Bortnjanskij, Dimitrij Stepanowitsch; Bortnjanski, D.; Bortnjanski, Dmitri S.; Bortnjansky, Dimitri; Bortnjanskij, Dmitrij; Bortniansky, Dimitri S.; Bortniansky, Dimitri; Bortnyansky, Dmitry; Bortnyansky, Dmitri; Bortnyansky, Dmitri Stepanovich; Bortnjanskij, Dmytro Stepanovyč; Bortnianski, Dimitri S.; Bortnianski, Dimitri; Bortniansky, Dimitrij; Bortniansky, Dimitri St.; Bortnjanskij, Dimitri; Bortniansky, Demetrius; Bortuizuskij, Dimitrij; Bortnjanskiy, Dimetrius; Bortnjanski, Dimitri Stepanowitsch; Bortnjanski, Dmitrij Stepanowitsch; Bortniansky, Dimytri; Bortniansky, Dmitry; Bortnianski, Dmitri; Bortnianskii, Dmitrii Stepanovich; Bortnianskyi, Dmytro Stepanovych; Bortnjansʹkyj, Dmytro S.; Bortnjansky, Dmitrij; Bortniansky, Demetr; Bortnianskij, Dmitrij; Bortniansky, Dmytro Stepanovych; Bortnjanskij, Dmitrij Stepanovich; Bortnjanskii, Dmitrii Stepanovich; Bortnyansky, Dmitry Stepanovich; Bortnjansʹkyj, Dmytro Stepanovyč; Bortnyansʹky, Dmytro Stepanovych; Бортнянский, Дмитрий; Бортнянский, Д.
180	Boston, Nash	NA	not found	NA	0	NA	NA	NA
181	Bouffil, Jacques	http://d-nb.info/gnd/104099380	Bouffil, Jacques Jules	NA	1	1783	1868	Bouffil, Jacques; Bouffil, Jacques J.; Bouffil, J. Pazdírek; Boufil, Jacques-Jules
182	Boulanger, Lili	http://d-nb.info/gnd/118989936	Boulanger, Lili	XA-FR	2	1893-08-21	1918-03-15	Boulanger, Lili Juliette; Boulanger, Marie-Juliette Olga; Boulanger, ...; Boulanger, Lili Juliette Marie Olga; Boulanger, Lili J.; Boulanger, Juliette Marie Olga; Boulanger, Marie Juliette Olga
183	Bourgault-Ducoudray, Louis Albert	NA	not found	NA	0	NA	NA	NA
184	Bourgeois, Louis	http://d-nb.info/gnd/103853987	Bourgeois, Louis-Thomas	XA-FR	1	1676-10-24	1750	Bourgeois, Thomas-Louis; Bourgeois, Louis Thomas
184	Bourgeois, Louis	http://d-nb.info/gnd/11888588X	Bourgeois, Louis	XA-FR	0	1510	1560	Bourgeois, Loys; Bourgeoys, Loys
185	Boutami, Zakaria	NA	not found	NA	0	NA	NA	NA
186	Boyce, William	http://d-nb.info/gnd/123289491	Boyce, William	XA-GB	1	1711-09-11	1779-02-07	Boisu, Wiriamu
187	Boëllmann, Léon	http://d-nb.info/gnd/124954022	Boëllmann, Léon	XA-FR	1	1862-09-25	1897-10-11	Boëllmann, L.; Boelmann, Léon; Boëllmann, Leo; Boelman, Léon; Boellmann, Léon; Boëllman, Léon; Boëllmann, Léon; Boëllmann, Leo
188	Brade, William	http://d-nb.info/gnd/12881926X	Brade, William	XA-GB	1	1560	1630-02-26	Brade, W.; Brade, Wilhelm
189	Brady, Joseph D.	NA	not found	NA	0	NA	NA	NA
190	Braga, Gaetano	http://d-nb.info/gnd/138222525	Braga, Gaetano	XA-IT	1	1829-06-09	1907-11-21	Braga, G.
191	Braham, John	http://d-nb.info/gnd/116395001	Braham, John	XA-DE	1	1774-03-20	1856-02-17	Abraham, John; Braham
192	Brahms, Johannes	http://d-nb.info/gnd/118514253	Brahms, Johannes	XA-DE; XA-AT	1	1833-05-07	1897-04-03	Brahms, ...; Brahms-Joachim, Johannes; Brahms, J.; Brahms, Joh.; Brams, Iogannes; Brahms, Johs.; Brams, I.; Marks, G.W.
193	Brant, Jan	NA	not found	NA	0	NA	NA	NA
194	Brant, Per	http://d-nb.info/gnd/1029152683	Brant, Per	XA-SE	1	1714	1767	NA
195	Brassin, Louis	http://d-nb.info/gnd/116409207	Brassin, Louis	XA-FR; XA-DE; XA-BE	1	1840	1884	NA
196	Braun, Leo	NA	not found	NA	0	NA	NA	NA
197	Braunschweig, Sophie von	NA	not found	NA	0	NA	NA	NA
198	Bravo, Jose	http://d-nb.info/gnd/119444704	Torres, Joseph de	XA-ES	1	1665	1738	Torres, José de; Torres y Martínez Bravo, José de; Torres y Martínez Bravo, Joseph de; Torres Martínez Bravo, Joseph de; Martínez Bravo, José de Torres y; Bravo, José de Torres y Martínez; Torres, J. de; Torres Martinez Bravo, Joseph de
199	Brazell, Jonathan D.	NA	not found	NA	0	NA	NA	NA
200	Brescianello, Giuseppe Antonio	http://d-nb.info/gnd/128861673	Brescianello, Giuseppe Antonio	XA-IT	0	1690	1758	Brescianello, G. A.; Brescianello, Giuseppe A.; Bressonelli, Giuseppe A.; Brescianello, Antonio; Brescianello, Joseph Anton; Bressonelli, Giuseppe Antonio; Brescianello, Giuseppe
201	Bretón, Tomás	http://d-nb.info/gnd/116492619	Bretón, Tomás	XA-ES	1	1850-12-29	1923-12-02	Breton, Tommaso; Breton y Hernandez, Tomas; Hernandez, Tomas Breton y; Breton, Thómas; Bretoń Hernańdez, Tomaś; Hernańdez, Tomaś Bretoń
202	Bridge, Frank	http://d-nb.info/gnd/118857142	Bridge, Frank	XA-GB	1	1879-02-26	1941-01-10	Bridge, ...; More, John L.
203	Brisson, Frédéric	NA	not found	NA	0	NA	NA	NA
204	Broca, José	http://d-nb.info/gnd/13459293X	Brocá, José	XA-ES	1	1805-09-21	1882-02-03	Brocá Codina, José; Codina, José Brocá; Broca, José
205	Brown, Chris W.	NA	not found	NA	0	NA	NA	NA
206	Brown, Daniel H.	NA	not found	NA	0	NA	NA	NA
207	Brown, Randy T.	NA	not found	NA	0	NA	NA	NA
208	Brown, Ross S.	NA	not found	NA	0	NA	NA	NA
209	Brown, Silas S.	NA	not found	NA	0	NA	NA	NA
210	Brown, Stephen W.	NA	not found	NA	0	NA	NA	NA
211	Brown, Steven Achilles	NA	not found	NA	0	NA	NA	NA
212	Bruch, Max	http://d-nb.info/gnd/118674501	Bruch, Max	XA-DE	1	1838-01-06	1920-10-02	Bruch, ...; Bruch, Max Karl August; Bruch, Max Christian Friedrich; Bruch, M.
213	Bruckner, Anton	http://d-nb.info/gnd/118515799	Bruckner, Anton	XA-AT	1	1824-09-04	1896-10-11	Bruckner, A.; Brukner, Anton; Bruckner, ...; Bruckner, Joseph Anton; Bruckner, Josef Anton; Burukkunā, Anton
214	Brugger, Johannes Paulus	NA	not found	NA	0	NA	NA	NA
215	Brugnera, Alvise	NA	not found	NA	0	NA	NA	NA
216	Bruhns, Nicolaus	http://d-nb.info/gnd/118674714	Bruhns, Nicolaus	XA-DE	1	1665	1697-04-08	Bruhns; Bruhns, Nicol.; Bruhns, N.; Bruhns, Nicolas; Bruns, Nikolaus; Bruhns, Nikolaus; Bruhn, Nicolaus
217	Bruning, Stijn	NA	not found	NA	0	NA	NA	NA
218	Budd, Gareth J.	NA	not found	NA	0	NA	NA	NA
219	Bull, John	http://d-nb.info/gnd/120297450	Bull, John	XA-GB	1	1562	1628	Bul, John; Bol, John; Bull, Jan van
220	Bulman, Baruch	http://d-nb.info/gnd/103827218	Bulman, Baruch	XA-GB	1	NA	NA	Bulman, ...
221	Burgh, Mark David	NA	not found	NA	0	NA	NA	NA
222	Burgmüller, Johann Friedrich	http://d-nb.info/gnd/135341779	Burgmüller, Johann Friedrich Eberhard	NA	1	NA	NA	NA
223	Burgoyne, John	NA	not found	NA	0	NA	NA	NA
224	Burns, Cliff	NA	not found	NA	0	NA	NA	NA
225	Burrai, Flavio	NA	not found	NA	0	NA	NA	NA
226	Burton, David Paul	NA	not found	NA	0	NA	NA	NA
227	Bushinsky, Ophir	NA	not found	NA	0	NA	NA	NA
228	Busnois, Antoine	http://d-nb.info/gnd/118858025	Busnois, Antoine	XA-NL; XA-FR	0	1467	1492	Busne, Antoine de; Busnoys, Antoine; Antoine, Busnois; Antoine, de Busnes; Busnes, Antoine de; Busnois, Anthoine; Bunoys, Antoine; Busnois, Antonius
229	Busoni, Ferruccio	http://d-nb.info/gnd/118518011	Busoni, Ferruccio	XA-IT; XA-DE	1	1866-04-01	1924-07-27	Busoni, Ferruccio Dante Michelangelo Benvenuto; Busoni, ...; Buzoni, Ferručio; Busoni, Ferruccio B.; Busoni, F.; Busoni, F. B.; Busoni, Ferruccio D.; Busoni, Ferucio; Busoni, Ferrucio; Busoni, Ferruccio Benvenuto; Busoni, Feruccio; Buzoni, Ferruchchio; Buzoni, Ferucho; Buzoni, Feručo; Buzoni, Ferruččo
230	Buxtehude, Dietrich	http://d-nb.info/gnd/118665685	Buxtehude, Dietrich	XA-DE	1	1637	1707-05-09	Buxtehude, ...; Buxtehude, D.; Buxtehude, Diderik; Buxtehude, Diderich; Buxtehude, Dieterich
231	Byrd, William	http://d-nb.info/gnd/118675109	Byrd, William	XA-GB	1	1543	1623-07-04	Byrd, ...; Byrd, W.; Byrd, Guil.; Byrd of Virginia, William; Berd, V.; Byred, William; Bird, William; Byrde, William
232	Böhm, Carl	http://d-nb.info/gnd/120522632	Böhm, Carl	NA	0	1877	1928	NA
233	Böhm, Georg	http://d-nb.info/gnd/11851248X	Böhm, Georg	XA-DE	1	1661-09-02	1733-05-18	Boehm, Georg; Boehm, Georges; Böhm, Johann Georg; Böhm, G.
